time,Price,Active_Users,Transactions
2018-06-25,0.0420704911070361,2248.0,3081.0
2018-06-26,0.0377883972083784,580.0,1948.0
2018-06-27,0.0389794450806054,602.0,2103.0
2018-06-28,0.036076057638324,573.0,2334.0
2018-06-29,0.0367014622822335,545.0,1397.0
2018-06-30,0.0374827285379302,610.0,1788.0
2018-07-01,0.0366334326009528,612.0,1669.0
2018-07-02,0.0395767395537541,1763.0,4051.0
2018-07-03,0.0381053751297038,728.0,1983.0
2018-07-04,0.0388245893215253,821.0,2453.0
2018-07-05,0.0369706543825777,1085.0,4752.0
2018-07-06,0.0358734168988908,1056.0,3301.0
2018-07-07,0.0365835919860375,1029.0,3045.0
2018-07-08,0.0366898347944384,1196.0,3969.0
2018-07-09,0.035545088946783,1289.0,6449.0
2018-07-10,0.0334715444278421,2774.0,11908.0
2018-07-11,0.0334619661677168,3294.0,11216.0
2018-07-12,0.0317006258289861,8452.0,17985.0
2018-07-13,0.0330568867933912,4520.0,11989.0
2018-07-14,0.0333411972170494,5919.0,15678.0
2018-07-15,0.0343630675884045,6211.0,18393.0
2018-07-16,0.0373296099033579,6914.0,26244.0
2018-07-17,0.0398602108378464,8276.0,20532.0
2018-07-18,0.0397310263708948,8628.0,21940.0
2018-07-19,0.0379545237897216,9838.0,49518.0
2018-07-20,0.0348603194377864,10508.0,25814.0
2018-07-21,0.0356550458042681,7327.0,22364.0
2018-07-22,0.0351340999045158,7244.0,21550.0
2018-07-23,0.0340505205599906,8205.0,26209.0
2018-07-24,0.0381603498000242,13250.0,31908.0
2018-07-25,0.0372751407016766,18115.0,41614.0
2018-07-26,0.0358188907861036,17067.0,29731.0
2018-07-27,0.0365408994942888,17309.0,28634.0
2018-07-28,0.0368247989390267,17259.0,28331.0
2018-07-29,0.0393811241528921,17447.0,29181.0
2018-07-30,0.0364347183734708,17518.0,30619.0
2018-07-31,0.0337030357372322,17430.0,30095.0
2018-08-01,0.0325031088934724,24084.0,37699.0
2018-08-02,0.0313546566723784,26740.0,37568.0
2018-08-03,0.0303564042486356,28728.0,39229.0
2018-08-04,0.0287698445673952,31265.0,52729.0
2018-08-05,0.0302915681980407,31026.0,51497.0
2018-08-06,0.0290816725063141,53300.0,128438.0
2018-08-07,0.0277054747577254,88743.0,215811.0
2018-08-08,0.0241895102847402,34253.0,128063.0
2018-08-09,0.0257879261454497,60131.0,185987.0
2018-08-10,0.0235932821375235,66260.0,227938.0
2018-08-11,0.0226467821025342,104684.0,308754.0
2018-08-12,0.0224456582782461,35695.0,242177.0
2018-08-13,0.0191449214232329,54620.0,304217.0
2018-08-14,0.0184939371250603,55051.0,173981.0
2018-08-15,0.019220154273165,58347.0,196274.0
2018-08-16,0.0193060722307566,56626.0,192807.0
2018-08-17,0.0231152480728072,85752.0,373633.0
2018-08-18,0.0214396340364245,45986.0,308344.0
2018-08-19,0.022102133855422,48029.0,416497.0
2018-08-20,0.0203514415031283,68499.0,335124.0
2018-08-21,0.0209244812307706,66947.0,206597.0
2018-08-22,0.0195431921039009,61393.0,227848.0
2018-08-23,0.0206259442209992,42459.0,174090.0
2018-08-24,0.0215529813651613,22013.0,144455.0
2018-08-25,0.0224192725343954,16434.0,147344.0
2018-08-26,0.0226738048313662,16856.0,136886.0
2018-08-27,0.0244529057258958,91426.0,300945.0
2018-08-28,0.02704187895656,91953.0,320087.0
2018-08-29,0.0254321108354104,91511.0,345319.0
2018-08-30,0.0247284402592955,88184.0,394663.0
2018-08-31,0.0253724702904786,85856.0,440135.0
2018-09-01,0.0266785619833762,87676.0,356085.0
2018-09-02,0.0255770990675826,87918.0,238212.0
2018-09-03,0.0250133518590979,89728.0,263996.0
2018-09-04,0.0252528667643044,91086.0,274562.0
2018-09-05,0.0216673185490035,88680.0,261308.0
2018-09-06,0.0215497290171024,90484.0,351143.0
2018-09-07,0.0204132216500791,89369.0,313247.0
2018-09-08,0.0192015229784703,91910.0,331721.0
2018-09-09,0.0193176261107438,89071.0,257172.0
2018-09-10,0.0191741664004232,89090.0,212198.0
2018-09-11,0.0184378795377307,90902.0,221212.0
2018-09-12,0.0181666149313793,90617.0,203941.0
2018-09-13,0.0200071351498646,90670.0,199007.0
2018-09-14,0.0198021556618298,91545.0,202480.0
2018-09-15,0.0198951456686072,91296.0,201988.0
2018-09-16,0.0199231419650614,91503.0,193530.0
2018-09-17,0.0184224047665623,91453.0,205168.0
2018-09-18,0.01929129636931,91051.0,194735.0
2018-09-19,0.0196904854317954,90655.0,224192.0
2018-09-20,0.0213987233394866,105798.0,241538.0
2018-09-21,0.0248554547330353,95267.0,248503.0
2018-09-22,0.0231490181677298,92686.0,216566.0
2018-09-23,0.0237932782323612,93172.0,220081.0
2018-09-24,0.0219974656952403,94784.0,242276.0
2018-09-25,0.0212135038910209,100030.0,253664.0
2018-09-26,0.0210133185754353,96584.0,245219.0
2018-09-27,0.0224974146375419,90293.0,199594.0
2018-09-28,0.0219158259338945,94212.0,232148.0
2018-09-29,0.0219949354698173,94538.0,339457.0
2018-09-30,0.0221483820830871,96890.0,363028.0
2018-10-01,0.0219337270885864,94645.0,302263.0
2018-10-02,0.0219284165664749,95920.0,260605.0
2018-10-03,0.0214828558854283,95304.0,227721.0
2018-10-04,0.022706438005815,97399.0,236368.0
2018-10-05,0.0231908002178158,94857.0,245355.0
2018-10-06,0.0236217342414255,97305.0,238343.0
2018-10-07,0.0268701203649836,97673.0,259946.0
2018-10-08,0.0264019103291169,98872.0,240330.0
2018-10-09,0.0259052369107434,58761.0,150985.0
2018-10-10,0.0251670279939068,25209.0,129877.0
2018-10-11,0.0207593640198999,21667.0,84297.0
2018-10-12,0.0226167025774917,88971.0,190649.0
2018-10-13,0.0233115674361968,96983.0,244237.0
2018-10-14,0.0233504620172499,96683.0,222851.0
2018-10-15,0.024497961336668,98198.0,219719.0
2018-10-16,0.023834063900307,54807.0,170344.0
2018-10-17,0.023851179427385,84888.0,222393.0
2018-10-18,0.0238707817807177,101536.0,599677.0
2018-10-19,0.0237877101643903,98762.0,630018.0
2018-10-20,0.023853687132672,107458.0,593314.0
2018-10-21,0.0238937313565035,111269.0,517909.0
2018-10-22,0.0235455458003657,77726.0,475280.0
2018-10-23,0.0231681771450363,84292.0,509680.0
2018-10-24,0.0231804854330944,80992.0,795834.0
2018-10-25,0.02293752249543,81875.0,901408.0
2018-10-26,0.0234132392441012,81070.0,754460.0
2018-10-27,0.0230704992621427,65665.0,824865.0
2018-10-28,0.0232777461614933,26013.0,653230.0
2018-10-29,0.0219241667767761,26496.0,572914.0
2018-10-30,0.0219858310550762,28844.0,637171.0
2018-10-31,0.0221831327955486,29984.0,718492.0
2018-11-01,0.0223011660769345,36403.0,706875.0
2018-11-02,0.0227107757890998,38394.0,700168.0
2018-11-03,0.0225209397830663,32112.0,996708.0
2018-11-04,0.023463274648861,28581.0,1019423.0
2018-11-05,0.0236779659927436,27249.0,1099180.0
2018-11-06,0.0244733540246793,25260.0,1018022.0
2018-11-07,0.0238736300949698,27943.0,1183968.0
2018-11-08,0.0229380730529393,33494.0,1272082.0
2018-11-09,0.0228259311907012,27554.0,1304051.0
2018-11-10,0.0227769444090097,26945.0,1201709.0
2018-11-11,0.0225689733622823,29200.0,1397701.0
2018-11-12,0.0222443294244167,30655.0,1215859.0
2018-11-13,0.0215774048145485,29262.0,1180211.0
2018-11-14,0.0188120079657629,29326.0,1124835.0
2018-11-15,0.0186851755590766,103501.0,1283770.0
2018-11-16,0.0185700295789794,61334.0,1648319.0
2018-11-17,0.0186046364234797,29095.0,1400451.0
2018-11-18,0.0186103372000813,63242.0,1423780.0
2018-11-19,0.0154498800408139,69683.0,1562838.0
2018-11-20,0.0134214833148148,32208.0,1124646.0
2018-11-21,0.014497317833187,32921.0,1276520.0
2018-11-22,0.013694433920839,58350.0,1581277.0
2018-11-23,0.0134474127408618,29103.0,1842438.0
2018-11-24,0.0121930468628975,30278.0,1572062.0
2018-11-25,0.0120957104445912,30890.0,1649594.0
2018-11-26,0.0114158314025122,29949.0,1662351.0
2018-11-27,0.0117372652858077,100755.0,1916330.0
2018-11-28,0.0143635459325703,33103.0,1833912.0
2018-11-29,0.0155422107732073,31911.0,1914173.0
2018-11-30,0.0141998678071913,44945.0,1823993.0
2018-12-01,0.0149578990904574,699730.0,2393997.0
2018-12-02,0.0147607474828845,35029.0,1757771.0
2018-12-03,0.0136229166744411,32011.0,1699934.0
2018-12-04,0.0141399978281343,46725.0,1668872.0
2018-12-05,0.0137697482509406,53667.0,1964722.0
2018-12-06,0.0127549239256173,39966.0,2038747.0
2018-12-07,0.0130611667329268,44565.0,1976178.0
2018-12-08,0.0132528089486161,47786.0,2147221.0
2018-12-09,0.0133765904356483,65227.0,2113751.0
2018-12-10,0.0130261943840228,80660.0,2422134.0
2018-12-11,0.0130511083877194,75049.0,2377096.0
2018-12-12,0.0131669861336048,60615.0,2331901.0
2018-12-13,0.0128771440419977,81546.0,2538852.0
2018-12-14,0.0126136119533886,45940.0,2646532.0
2018-12-15,0.0125739084710746,43702.0,2891857.0
2018-12-16,0.0127850962105351,46138.0,3008510.0
2018-12-17,0.0140617508075415,75814.0,2794510.0
2018-12-18,0.0147015574714944,83268.0,2709141.0
2018-12-19,0.015576361435894,87493.0,1819410.0
2018-12-20,0.0171089508465077,70374.0,3094773.0
2018-12-21,0.0197563552282373,89382.0,3327831.0
2018-12-22,0.0207909779496751,60096.0,2632418.0
2018-12-23,0.020646558256943,60286.0,3324740.0
2018-12-24,0.020963089220905,81121.0,2692542.0
2018-12-25,0.0195706572982211,55010.0,2438634.0
2018-12-26,0.0201286588578093,59039.0,2493727.0
2018-12-27,0.0180865220856048,53718.0,2306747.0
2018-12-28,0.0204582853670384,66863.0,2427501.0
2018-12-29,0.0200060308569724,58694.0,2580400.0
2018-12-30,0.0197094709599478,56033.0,2764451.0
2018-12-31,0.0185781921622471,70681.0,2803372.0
2019-01-01,0.0193503767573852,56209.0,2631936.0
2019-01-02,0.0200602565755541,63988.0,2683509.0
2019-01-03,0.0198055576172297,64120.0,2412144.0
2019-01-04,0.0213373849995999,66945.0,2650075.0
2019-01-05,0.0220274546396087,66158.0,2459439.0
2019-01-06,0.0228262361135143,67687.0,2158533.0
2019-01-07,0.0232880069565988,69661.0,1930177.0
2019-01-08,0.0260976793068981,89155.0,2069660.0
2019-01-09,0.0282127577333839,84247.0,1848426.0
2019-01-10,0.0255617515111053,86263.0,1816428.0
2019-01-11,0.0247434712745898,80354.0,2346552.0
2019-01-12,0.023192173591174,85008.0,2556991.0
2019-01-13,0.0210143967941759,90891.0,2755523.0
2019-01-14,0.0254557222591622,86009.0,2850710.0
2019-01-15,0.024368510111897,81045.0,3026480.0
2019-01-16,0.0249694774522404,85277.0,3551270.0
2019-01-17,0.0251617705424694,94959.0,3316430.0
