time,Price,Active_Users,Total_Users,Total_Users_USD100,Total_Users_USD_10,Transactions
2020-09-23,3.50706479201845,0,0,0.0,0.0,0
2020-09-24,4.61208999794048,0,0,0.0,0.0,0
2020-09-25,4.70408371059866,0,0,0.0,0.0,0
2020-09-26,4.54129976315547,0,0,0.0,0.0,0
2020-09-27,4.59896519173129,0,0,0.0,0.0,0
2020-09-28,4.23215396236862,0,0,0.0,0.0,0
2020-09-29,4.14097933780372,0,0,0.0,0.0,0
2020-09-30,4.3264022450715,0,0,0.0,0.0,0
2020-10-01,4.15488192928527,0,0,0.0,0.0,0
2020-10-02,3.88664123869906,0,0,0.0,0.0,0
2020-10-03,4.05465903342016,0,0,0.0,0.0,0
2020-10-04,3.96522666723105,0,0,0.0,0.0,0
2020-10-05,3.98033455225634,0,0,0.0,0.0,0
2020-10-06,3.5371477899966,0,0,0.0,0.0,0
2020-10-07,3.44281797555126,0,0,0.0,0.0,0
2020-10-08,3.90795858740836,0,0,0.0,0.0,0
2020-10-09,4.25414944218098,0,0,0.0,0.0,0
2020-10-10,4.02837713155315,0,0,0.0,0.0,0
2020-10-11,4.09663865491193,0,0,0.0,0.0,0
2020-10-12,4.43123428265477,0,0,0.0,0.0,0
2020-10-13,4.49234113176567,0,0,0.0,0.0,0
2020-10-14,4.15325537127247,0,0,0.0,0.0,0
2020-10-15,4.13318048279123,0,0,0.0,0.0,0
2020-10-16,4.05005994007181,0,0,0.0,0.0,0
2020-10-17,4.18668557448258,0,0,0.0,0.0,0
2020-10-18,4.12365942660351,0,0,0.0,0.0,0
2020-10-19,4.05088724592051,0,0,0.0,0.0,0
2020-10-20,3.81345588171669,0,0,0.0,0.0,0
2020-10-21,3.97155697762922,0,0,0.0,0.0,0
2020-10-22,4.31759977070561,0,0,0.0,0.0,0
2020-10-23,4.25803977385321,0,0,0.0,0.0,0
2020-10-24,4.18218968568651,0,0,0.0,0.0,0
2020-10-25,4.1495010684061,0,0,0.0,0.0,0
2020-10-26,4.16324167591204,0,0,0.0,0.0,0
2020-10-27,4.10860009658088,0,0,0.0,0.0,0
2020-10-28,4.0698805208384,0,0,0.0,0.0,0
2020-10-29,3.77385138896541,0,0,0.0,0.0,0
2020-10-30,3.73780460714241,0,0,0.0,0.0,0
2020-10-31,3.63691903431442,0,0,0.0,0.0,0
2020-11-01,3.68587753198448,0,0,0.0,0.0,0
2020-11-02,3.62328986409972,0,0,0.0,0.0,0
2020-11-03,3.31503740267572,0,0,0.0,0.0,0
2020-11-04,3.17311046806697,0,0,0.0,0.0,0
2020-11-05,3.34768406284691,0,0,0.0,0.0,0
2020-11-06,3.61610871027326,0,0,0.0,0.0,0
2020-11-07,3.45772625323763,0,0,0.0,0.0,0
2020-11-08,3.4789550386224,0,0,0.0,0.0,0
2020-11-09,3.41438116244254,0,0,0.0,0.0,0
2020-11-10,3.58162201332843,0,0,0.0,0.0,0
2020-11-11,3.48788699529217,0,0,0.0,0.0,0
2020-11-12,3.43279289905904,0,0,0.0,0.0,0
2020-11-13,3.66025198406664,0,0,0.0,0.0,0
2020-11-14,3.50253488234751,0,0,0.0,0.0,0
2020-11-15,3.54288687046861,0,0,0.0,0.0,0
2020-11-16,3.7154274774948,0,0,0.0,0.0,0
2020-11-17,3.85374560301019,0,0,0.0,0.0,0
2020-11-18,3.75148971845096,0,0,0.0,0.0,0
2020-11-19,3.63017322646883,0,0,0.0,0.0,0
2020-11-20,3.71320079596955,0,0,0.0,0.0,0
2020-11-21,4.00834894141426,0,0,0.0,0.0,0
2020-11-22,3.92509406672863,0,0,0.0,0.0,0
2020-11-23,4.0534872409412,0,0,0.0,0.0,0
2020-11-24,4.25587773269864,0,0,0.0,0.0,0
2020-11-25,4.03113854848463,0,0,0.0,0.0,0
2020-11-26,3.51950286915789,0,0,0.0,0.0,0
2020-11-27,3.59262984881677,0,0,0.0,0.0,0
2020-11-28,3.64563060142719,0,0,0.0,0.0,0
2020-11-29,3.70327241793908,0,0,0.0,0.0,0
2020-11-30,3.71702304343357,0,0,0.0,0.0,0
2020-12-01,3.57753859519861,0,0,0.0,0.0,0
2020-12-02,3.77946000571705,0,0,0.0,0.0,0
2020-12-03,3.81499275020202,0,0,0.0,0.0,0
2020-12-04,3.55517096075689,0,0,0.0,0.0,0
2020-12-05,3.62628210638935,0,0,0.0,0.0,0
2020-12-06,3.60306437945444,0,0,0.0,0.0,0
2020-12-07,3.38640260738222,0,0,0.0,0.0,0
2020-12-08,3.1420926556495,0,0,0.0,0.0,0
2020-12-09,3.27728907332198,0,0,0.0,0.0,0
2020-12-10,3.15672027261958,0,0,0.0,0.0,0
2020-12-11,3.25254557324136,0,0,0.0,0.0,0
2020-12-12,3.33574266168892,0,0,0.0,0.0,0
2020-12-13,3.32977112170219,0,0,0.0,0.0,0
2020-12-14,3.1559002794014,0,0,0.0,0.0,0
2020-12-15,3.29267366705783,0,0,0.0,0.0,0
2020-12-16,3.33743432905251,0,0,0.0,0.0,0
2020-12-17,3.21283961779985,0,0,0.0,0.0,0
2020-12-18,3.41302740581604,0,0,0.0,0.0,0
2020-12-19,3.46502673493629,0,0,0.0,0.0,0
2020-12-20,3.31350167680047,0,0,0.0,0.0,0
2020-12-21,3.11718999163305,0,0,0.0,0.0,0
2020-12-22,3.09056720557261,0,0,0.0,0.0,0
2020-12-23,2.98406492938641,0,0,0.0,0.0,0
2020-12-24,3.09565748072109,0,0,0.0,0.0,0
2020-12-25,2.95123209222505,0,0,0.0,0.0,0
2020-12-26,2.91750182720259,0,0,0.0,0.0,0
2020-12-27,2.92596212644125,0,0,0.0,0.0,0
2020-12-28,2.9500904366812,0,0,0.0,0.0,0
2020-12-29,2.92501288583077,0,0,0.0,0.0,0
2020-12-30,2.92473814205822,0,0,0.0,0.0,0
2020-12-31,3.03126597806874,0,0,0.0,0.0,0
2021-01-01,3.71362072760347,0,0,0.0,0.0,0
2021-01-02,3.49717515702636,0,0,0.0,0.0,0
2021-01-03,3.50678226425639,0,0,0.0,0.0,0
2021-01-04,3.58864521792802,0,0,0.0,0.0,0
2021-01-05,4.28059844348642,0,0,0.0,0.0,0
2021-01-06,4.64037482236062,0,0,0.0,0.0,0
2021-01-07,4.45366784591746,0,0,0.0,0.0,0
2021-01-08,5.52474163939523,0,0,0.0,0.0,0
2021-01-09,7.33945727269083,0,0,0.0,0.0,0
2021-01-10,6.58367795829046,0,0,0.0,0.0,0
2021-01-11,6.47672830339656,0,0,0.0,0.0,0
2021-01-12,7.69601640096267,0,0,0.0,0.0,0
2021-01-13,8.46350082452646,0,0,0.0,0.0,0
2021-01-14,9.29782073961032,0,0,0.0,0.0,0
2021-01-15,9.40939275968653,0,0,0.0,0.0,0
2021-01-16,12.9844236813614,0,0,0.0,0.0,0
2021-01-17,13.1639609816773,0,0,0.0,0.0,0
2021-01-18,12.7393188341955,0,0,0.0,0.0,0
2021-01-19,11.8624907627074,0,0,0.0,0.0,0
2021-01-20,12.5400978190391,0,0,0.0,0.0,0
2021-01-21,11.4366519098849,0,0,0.0,0.0,0
2021-01-22,12.7671889891716,0,0,0.0,0.0,0
2021-01-23,12.905242019526,0,0,0.0,0.0,0
2021-01-24,12.4660782864215,0,0,0.0,0.0,0
2021-01-25,12.2390988901426,0,0,0.0,0.0,0
2021-01-26,12.2285318508511,0,0,0.0,0.0,0
2021-01-27,11.168439845611,0,0,0.0,0.0,0
2021-01-28,12.1091806052519,0,0,0.0,0.0,0
2021-01-29,11.6284044134393,0,0,0.0,0.0,0
2021-01-30,12.069352551577,0,0,0.0,0.0,0
2021-01-31,13.4263663499504,0,0,0.0,0.0,0
2021-02-01,13.1799936144608,0,0,0.0,0.0,0
2021-02-02,13.5641224870921,0,0,0.0,0.0,0
2021-02-03,14.8277609325234,0,0,0.0,0.0,0
2021-02-04,15.2902128545231,0,0,0.0,0.0,0
