time,Price,Active_Users,Total_Users,Total_Users_USD100,Total_Users_USD_10,SER,Transactions,Velocity
2018-11-30,0.997710931985217,210.0,3076.0,325.0,1018.0,4.9271697e-05,408.0,9.569026208063043
2018-12-01,1.00069575011095,132.0,3091.0,342.0,1041.0,4.9071185e-05,212.0,9.61246782510878
2018-12-02,0.99907775967037,100.0,3111.0,346.0,1045.0,4.9585863e-05,145.0,9.66738406654706
2018-12-03,0.995675213294963,313.0,3168.0,344.0,1060.0,4.8350975e-05,447.0,9.202606073550902
2018-12-04,0.994481983898573,279.0,3175.0,316.0,1025.0,4.9439517e-05,580.0,10.378277997727269
2018-12-05,0.993674812382724,247.0,3181.0,322.0,1031.0,5.104068e-05,568.0,11.658651115108862
2018-12-06,0.99333264079132,221.0,3197.0,343.0,1050.0,5.0267228e-05,504.0,11.453446567781034
2018-12-07,0.997863339779651,270.0,3202.0,349.0,1054.0,4.9678282e-05,525.0,11.386879794154368
2018-12-08,0.997590442041093,123.0,3230.0,371.0,1079.0,5.0224527e-05,242.0,11.259322094510027
2018-12-09,0.996955121369617,138.0,3247.0,384.0,1096.0,4.9820787e-05,201.0,11.281562958531865
2018-12-10,0.99413428882697,178.0,3261.0,397.0,1109.0,4.9893802e-05,317.0,11.68473328914424
2018-12-11,0.992758194462135,234.0,3270.0,372.0,1087.0,5.0723742e-05,439.0,12.281034175310875
2018-12-12,0.996964176217337,228.0,3282.0,372.0,1086.0,5.2312453e-05,452.0,13.091103403869424
2018-12-13,0.993893350305152,208.0,3313.0,394.0,1115.0,5.4026545e-05,465.0,13.724273023909197
2018-12-14,0.997290197970398,170.0,3334.0,396.0,1122.0,5.4636139e-05,294.0,14.04790443615993
2018-12-15,0.99672077091314,115.0,3354.0,411.0,1138.0,5.5251705e-05,215.0,14.09860528317907
2018-12-16,0.996032620646092,94.0,3368.0,421.0,1148.0,5.5639695e-05,173.0,14.116308310320838
2018-12-17,0.998673807511786,181.0,3371.0,417.0,1148.0,5.6435844e-05,357.0,14.585871894523162
2018-12-18,1.00355534332475,267.0,3439.0,425.0,1176.0,5.8297244e-05,557.0,14.965608981355423
2018-12-19,1.00106056797383,247.0,3435.0,425.0,1175.0,5.8323102e-05,592.0,15.38144139961173
2018-12-20,1.00112991375726,225.0,3462.0,432.0,1185.0,5.8779779e-05,670.0,15.533192476866326
2018-12-21,1.00010746555658,177.0,3481.0,435.0,1192.0,5.6415102e-05,402.0,15.01167642743161
2018-12-22,0.99975021739491,116.0,3482.0,420.0,1170.0,5.6457065e-05,225.0,15.115710857395037
2018-12-23,0.997276089484554,134.0,3497.0,426.0,1178.0,5.6515568e-05,232.0,15.144210801841352
2018-12-24,0.998843029854356,171.0,3503.0,431.0,1181.0,5.6670504e-05,312.0,15.27761517013586
2018-12-25,1.00000986215975,133.0,3522.0,454.0,1217.0,5.7522465e-05,207.0,15.647987753408875
2018-12-26,0.998601739473593,149.0,3511.0,430.0,1182.0,5.7873127e-05,292.0,15.993596367760242
2018-12-27,0.999295876859911,134.0,3523.0,431.0,1188.0,5.969097e-05,234.0,16.498633356950286
2018-12-28,0.997664359482038,151.0,3529.0,428.0,1191.0,6.2029117e-05,272.0,17.116675658474566
2018-12-29,0.999088180889669,106.0,3563.0,454.0,1218.0,6.2447194e-05,167.0,17.162844030542363
2018-12-30,0.998377019941491,110.0,3579.0,468.0,1235.0,6.3033511e-05,213.0,17.26617165666017
2018-12-31,0.99526997879691,129.0,3567.0,452.0,1219.0,6.3993278e-05,229.0,17.782698902721574
2019-01-01,0.997781461463812,96.0,3581.0,459.0,1228.0,6.3710139e-05,142.0,17.798337995285692
2019-01-02,1.00049790070527,168.0,3572.0,453.0,1236.0,6.8609154e-05,286.0,19.61387375511678
2019-01-03,0.999405048041734,132.0,3576.0,450.0,1220.0,6.7611157e-05,191.0,19.545577027498677
2019-01-04,0.998864576994246,138.0,3585.0,455.0,1227.0,6.8555807e-05,207.0,19.84099669074942
2019-01-05,0.998525735251085,114.0,3592.0,463.0,1235.0,6.8586262e-05,164.0,19.765225897130673
2019-01-06,0.999154059988426,111.0,3611.0,480.0,1255.0,6.9036088e-05,187.0,19.814967195893495
2019-01-07,0.998585822674328,151.0,3598.0,457.0,1235.0,6.9726014e-05,220.0,20.32488228769026
2019-01-08,0.998407246110332,131.0,3608.0,467.0,1243.0,6.8931528e-05,206.0,20.37767418470108
2019-01-09,0.999066726410612,127.0,3618.0,473.0,1251.0,6.9152812e-05,218.0,20.630081335969734
2019-01-10,0.998980633929311,210.0,3631.0,465.0,1244.0,6.8710433e-05,347.0,21.095304526649738
2019-01-11,0.999906459089389,171.0,3627.0,467.0,1242.0,6.8619193e-05,286.0,21.1534994437793
2019-01-12,0.999060478621302,111.0,3638.0,474.0,1250.0,6.8673121e-05,199.0,21.16967455242424
2019-01-13,1.00008427520261,108.0,3660.0,496.0,1287.0,6.9596045e-05,179.0,21.216856644744414
2019-01-14,0.999685657799575,164.0,3682.0,497.0,1283.0,6.7025451e-05,205.0,20.682685797671628
2019-01-15,1.00104214239562,185.0,3687.0,505.0,1297.0,6.6099409e-05,275.0,20.604674894116204
2019-01-16,1.00032125889991,219.0,3746.0,536.0,1351.0,6.9176079e-05,302.0,21.6067355522822
2019-01-17,1.00011520401659,151.0,3755.0,535.0,1353.0,6.7649525e-05,231.0,21.144166033043703
2019-01-18,0.999792575577766,115.0,3758.0,527.0,1329.0,6.8417335e-05,164.0,21.470448772525803
2019-01-19,1.00065603439215,91.0,3762.0,542.0,1357.0,6.6272946e-05,153.0,20.813485668769545
2019-01-20,0.998936825408285,91.0,3781.0,541.0,1346.0,6.660113e-05,119.0,20.84822880028232
2019-01-21,0.999958509339095,95.0,3782.0,537.0,1346.0,6.6708599e-05,113.0,21.07483385904526
2019-01-22,0.999487897745063,99.0,3790.0,533.0,1346.0,6.7523922e-05,121.0,21.398263126665
2019-01-23,0.999332969047397,123.0,3798.0,541.0,1354.0,6.8362509e-05,169.0,21.780767004874424
2019-01-24,0.999673733610113,119.0,3807.0,546.0,1359.0,6.7095962e-05,168.0,21.44855086077069
2019-01-25,0.999585805389424,117.0,3818.0,549.0,1363.0,6.870843e-05,209.0,22.182963548659856
2019-01-26,1.00021308765842,97.0,3823.0,562.0,1394.0,6.9183088e-05,128.0,22.46004694104052
2019-01-27,0.999540658119999,108.0,3837.0,566.0,1381.0,6.9902979e-05,129.0,22.56300942123562
2019-01-28,1.0002554142825,162.0,3846.0,578.0,1413.0,7.0546108e-05,220.0,22.84424208326601
2019-01-29,1.00017647930253,212.0,3892.0,577.0,1447.0,7.4668752e-05,322.0,23.396255546670904
2019-01-30,0.999852045968153,2319.0,4889.0,575.0,1530.0,9.4943517e-05,4141.0,23.85698913562367
2019-01-31,1.00004991587357,1627.0,5037.0,609.0,1688.0,9.5215169e-05,3652.0,24.231713585732564
2019-02-01,1.00092829445589,1570.0,5099.0,605.0,1726.0,9.8235834e-05,3379.0,25.06605539416953
2019-02-02,0.999911391829134,527.0,5148.0,620.0,1709.0,9.9653053e-05,983.0,25.31761234541886
2019-02-03,1.0000566348319,197.0,5139.0,632.0,1715.0,0.000100070336,307.0,25.44761161748444
2019-02-04,0.99943675491113,245.0,5142.0,613.0,1677.0,0.000100404479,477.0,25.67916959361059
2019-02-05,0.999817586827193,142.0,5139.0,610.0,1669.0,9.9967798e-05,240.0,25.81806037735892
2019-02-06,1.00001624048412,132.0,5153.0,631.0,1711.0,0.000101110458,200.0,26.044204130141186
2019-02-07,0.999682210254142,129.0,5158.0,622.0,1681.0,0.000100197695,175.0,25.838035426168776
2019-02-08,0.999479239790965,155.0,5151.0,619.0,1671.0,0.000100511553,221.0,26.036807527517137
2019-02-09,0.999842397734846,124.0,5146.0,607.0,1658.0,0.000100933105,174.0,26.208210595086015
2019-02-10,0.99793157729792,87.0,5156.0,610.0,1660.0,0.000101117747,109.0,26.275870827333954
2019-02-11,1.0002778290176,241.0,5152.0,619.0,1685.0,0.000101974553,405.0,26.724192723439135
2019-02-12,0.999730103497562,129.0,5163.0,615.0,1661.0,0.000103156199,194.0,27.091525635809138
2019-02-13,0.999366516783622,121.0,5178.0,621.0,1664.0,0.000105066637,196.0,27.4953674597945
2019-02-14,1.00032218282745,111.0,5182.0,630.0,1699.0,0.000105411454,142.0,27.617810878554604
2019-02-15,1.00016938326084,135.0,5190.0,633.0,1704.0,0.000106404271,171.0,28.01475311723739
