time,Price
2020-04-04,0.93509293872398
2020-04-05,0.953731935994675
2020-04-06,0.947129387884127
2020-04-07,0.973771773873869
2020-04-08,1.01333783008212
2020-04-09,1.01486388737489
2020-04-10,0.992718229596249
2020-04-11,0.930707143190403
2020-04-12,0.922937457630942
2020-04-13,0.937759978211041
2020-04-14,0.922755385070886
2020-04-15,0.924295922699952
2020-04-16,0.910085643736229
2020-04-17,0.944376779672507
2020-04-18,0.93485504086128
2020-04-19,0.953710107158241
2020-04-20,0.93754489131153
2020-04-21,0.903109882160553
2020-04-22,0.902581490331732
2020-04-23,0.928245262473057
2020-04-24,0.948005453042536
2020-04-25,0.947084069115078
2020-04-26,0.952320791963464
2020-04-27,0.960591941547537
2020-04-28,0.956858235222636
2020-04-29,0.950995627128483
2020-04-30,1.00219166583301
2020-05-01,0.955970883308692
2020-05-02,0.955896738106086
2020-05-03,0.94383399075729
2020-05-04,0.942652603762321
2020-05-05,0.927708782370503
2020-05-06,0.928145007013117
2020-05-07,0.93137583899952
2020-05-08,0.940491965386158
2020-05-09,0.933696805897843
2020-05-10,0.93155074549424
2020-05-11,0.884517065394544
2020-05-12,0.835998655923739
2020-05-13,0.996301337808882
2020-05-14,0.957236702689053
2020-05-15,0.94656465363596
2020-05-16,0.910475927518721
2020-05-17,0.921777909972904
2020-05-18,0.943369149765017
2020-05-19,0.947168502331728
2020-05-20,0.964159033100793
2020-05-21,0.958949077917399
2020-05-22,0.939281642729799
2020-05-23,0.963681835458437
2020-05-24,0.976160499891674
2020-05-25,0.956607775099036
2020-05-26,0.988583294560612
2020-05-27,0.983229258613243
2020-05-28,0.991027701668283
2020-05-29,0.985418987619945
2020-05-30,0.982296538194233
2020-05-31,0.985444987483384
2020-06-01,0.965425274200898
2020-06-02,0.989064905468081
2020-06-03,0.982253071112858
2020-06-04,0.979068602980948
2020-06-05,0.984294298355017
2020-06-06,0.96789845407876
2020-06-07,0.969106344688953
2020-06-08,0.971959852315195
2020-06-09,0.96418102110701
2020-06-10,0.962947820322122
2020-06-11,0.96349503259725
2020-06-12,0.918582853710085
2020-06-13,0.923157842851917
2020-06-14,0.92549569561254
2020-06-15,0.911309265990702
2020-06-16,0.915620618909083
2020-06-17,0.911173647401154
2020-06-18,0.901277496212702
2020-06-19,0.887399323112274
2020-06-20,0.885677384609336
2020-06-21,0.900010073383832
2020-06-22,0.890217507961729
2020-06-23,0.902170029727984
2020-06-24,0.895142387970594
2020-06-25,0.87477383191764
2020-06-26,0.861942333706207
2020-06-27,0.856956333722739
2020-06-28,0.83884641815716
2020-06-29,0.85221468425423
2020-06-30,0.859284308124708
2020-07-01,0.871632248650909
2020-07-02,0.898153263632852
2020-07-03,0.879449938963009
2020-07-04,0.867359943354724
2020-07-05,0.879502484566548
2020-07-06,0.831697639723665
2020-07-07,0.864302249550121
2020-07-08,0.754307347666151
2020-07-09,0.852069870018009
2020-07-10,0.80808864675858
2020-07-11,0.796647418717066
2020-07-12,0.798691486415701
2020-07-13,0.808398840903027
2020-07-14,0.791407502231801
2020-07-15,0.790978503333036
2020-07-16,0.772971139164083
2020-07-17,0.76717102659797
2020-07-18,0.780730117998505
2020-07-19,0.786868712563111
2020-07-20,0.822517767070481
2020-07-21,0.782723432132273
2020-07-22,0.791007925977499
