time,Price,Active_Users,Transactions,Velocity
2018-07-06,0.997354368957066,74.0,80.0,3.6237454022157194
2018-07-07,1.00041219818378,132.0,258.0,3.654066200624023
2018-07-08,0.995309147768964,159.0,255.0,3.691235370973971
2018-07-09,0.995266625482144,109.0,174.0,3.975938011726068
2018-07-10,0.994120177270357,139.0,203.0,4.160926900290734
2018-07-11,1.00200790199634,104.0,140.0,4.1989449893206
2018-07-12,1.00059390220037,132.0,177.0,4.239806891906736
2018-07-13,1.00750785310469,60.0,71.0,4.260933726232081
2018-07-14,0.998203786188692,57.0,62.0,4.264769491976511
2018-07-15,1.00232336185285,96.0,128.0,4.295624118168239
2018-07-16,1.00380899230012,98.0,127.0,4.337082385166143
2018-07-17,0.996258788787508,110.0,152.0,4.261329325195104
2018-07-18,0.995843959144472,164.0,240.0,4.451280395345444
2018-07-19,0.999627484772564,115.0,135.0,4.545783707394433
2018-07-20,0.99244634167794,99.0,148.0,4.647617176844274
2018-07-21,0.996474198255415,87.0,127.0,4.67619751000234
2018-07-22,1.00104966714692,75.0,95.0,4.685133247551333
2018-07-23,1.00036872527076,125.0,165.0,5.0662483312790165
2018-07-24,0.99716794281805,135.0,204.0,5.244383187144848
2018-07-25,0.997302450171585,120.0,170.0,5.37810401182763
2018-07-26,1.00025172874913,121.0,176.0,5.604769699636102
2018-07-27,0.996594022626874,122.0,161.0,6.231963794508986
2018-07-28,0.995978279397305,87.0,110.0,6.24649325799921
2018-07-29,1.00033338732424,80.0,101.0,6.265291932732953
2018-07-30,0.996130544751886,129.0,190.0,6.37257382995498
2018-07-31,1.00485779314835,108.0,158.0,6.618205305570485
2018-08-01,0.997478142867107,82.0,115.0,7.110222228263287
2018-08-02,1.00683255209451,95.0,122.0,7.002661701410773
2018-08-03,1.00284890716685,269.0,403.0,7.485893364826281
2018-08-04,1.00176378604992,124.0,161.0,7.476918206621832
2018-08-05,1.00161387151423,88.0,100.0,7.501501842247802
2018-08-06,1.00094825727828,97.0,114.0,7.582584427876907
2018-08-07,0.999498722528096,125.0,192.0,7.627544769358739
2018-08-08,1.00817146917887,154.0,236.0,7.754208148537415
2018-08-09,0.996631882015083,271.0,483.0,7.719737001366389
2018-08-10,0.998654275885003,255.0,419.0,7.737071926600315
2018-08-11,1.00108369574088,306.0,496.0,7.61331524341206
2018-08-12,1.00309387074966,188.0,254.0,7.691049471683163
2018-08-13,1.00649888588943,207.0,336.0,7.755768695717961
2018-08-14,1.00147859294456,287.0,440.0,8.077907677886843
2018-08-15,1.00702594924868,222.0,326.0,8.029297925302599
2018-08-16,1.00110810301984,199.0,279.0,7.533311007098674
2018-08-17,1.00567250246582,184.0,245.0,7.569291653226411
2018-08-18,0.998453386821246,157.0,213.0,7.509031283971798
2018-08-19,1.00688124683999,129.0,170.0,7.535494529718925
2018-08-20,0.99982225954817,148.0,209.0,7.552752188036429
2018-08-21,0.999940584844721,169.0,256.0,7.563702942749126
2018-08-22,1.00187358781656,239.0,407.0,7.541389792974228
2018-08-23,0.999772796014128,152.0,243.0,7.424403647475849
2018-08-24,1.00395113119226,161.0,227.0,7.454165454688278
2018-08-25,0.999436254947058,170.0,240.0,7.00219730934858
2018-08-26,1.00068146155822,126.0,164.0,7.020119125099559
2018-08-27,0.999275111922306,197.0,314.0,7.075607128542173
2018-08-28,1.00079621072028,317.0,503.0,7.103167381749059
2018-08-29,1.00252343554461,178.0,268.0,7.124263593095147
2018-08-30,0.99953240410373,179.0,248.0,7.16960672339323
2018-08-31,1.00024196777068,167.0,208.0,7.162988886717521
2018-09-01,1.00153037272442,154.0,238.0,7.1835594916525425
2018-09-02,0.996364418930174,147.0,197.0,7.1893252955282705
2018-09-03,0.997425883553228,328.0,589.0,7.265511777640397
2018-09-04,0.998641774254178,236.0,397.0,7.337135260912425
2018-09-05,0.998815672561728,324.0,615.0,7.397491503235009
2018-09-06,1.00235873190992,399.0,756.0,7.041051677124363
2018-09-07,0.999860149689606,253.0,351.0,7.135195741154718
2018-09-08,1.00192977016686,217.0,320.0,7.153943260784322
2018-09-09,0.991295150807664,202.0,336.0,7.097634597373159
2018-09-10,0.997128897861734,179.0,258.0,7.118208602906158
2018-09-11,1.00039543343479,171.0,257.0,6.828966875760922
2018-09-12,1.00137592660845,203.0,334.0,6.852802339300939
2018-09-13,1.00085663081274,259.0,393.0,6.881442533225381
2018-09-14,0.980127803176376,221.0,355.0,6.651080524646676
2018-09-15,1.00111422407089,145.0,229.0,6.673392322270036
2018-09-16,0.997110896204643,126.0,201.0,6.686695931221941
2018-09-17,1.00321436709949,222.0,395.0,6.731183913944288
2018-09-18,1.00305361082567,244.0,453.0,6.348827218183271
2018-09-19,1.00828362848008,234.0,331.0,6.268216331145241
2018-09-20,1.00243482139479,218.0,357.0,6.300791696983881
2018-09-21,1.00245260331609,391.0,684.0,6.3418383709787385
2018-09-22,0.99549661453332,260.0,432.0,6.3708227005772855
2018-09-23,0.997554867585341,204.0,309.0,6.389880447407017
2018-09-24,1.00352463201312,285.0,461.0,6.414960408667411
2018-09-25,1.00735589286356,296.0,495.0,6.445719106494127
2018-09-26,0.999900067938206,267.0,419.0,6.473031732204514
2018-09-27,1.00268953378688,259.0,386.0,6.50466356392545
2018-09-28,1.00611495799092,356.0,625.0,5.91006498968439
2018-09-29,0.996951211919907,279.0,445.0,5.947104856324265
2018-09-30,0.996219204673922,292.0,448.0,6.050629580797761
2018-10-01,1.00149547715853,300.0,482.0,5.922229499799077
2018-10-02,0.994627291276251,288.0,551.0,5.986545075383828
2018-10-03,1.00260522125228,324.0,531.0,5.4481620974556195
2018-10-04,1.0009829016241,315.0,471.0,5.597286471765957
2018-10-05,0.999932733753041,225.0,356.0,5.600526626450901
