time,Price,Active_Users,Transactions
2015-04-01,0.0002586014413078,420.0,719.0
2015-04-02,0.0003140421294429,257.0,1369.0
2015-04-03,0.0003137167523359,244.0,5945.0
2015-04-04,0.0002746100056181,211.0,4555.0
2015-04-05,0.000233480337332,185.0,6673.0
2015-04-06,0.0002904125563521,203.0,3975.0
2015-04-07,0.0002444657057664,150.0,7741.0
2015-04-08,0.0002323247944355,176.0,9372.0
2015-04-09,0.0002228163611843,134.0,1961.0
2015-04-10,0.0001783789864622,159.0,23680.0
2015-04-11,0.000161799066736,133.0,11845.0
2015-04-12,0.0001469862826887,106.0,23852.0
2015-04-13,0.000139789770687,133.0,26883.0
2015-04-14,0.0001553293212297,148.0,29089.0
2015-04-15,0.0001540865964845,122.0,15755.0
2015-04-16,0.0001658547264406,108.0,9597.0
2015-04-17,0.0001670958263549,96.0,17148.0
2015-04-18,0.0001480615909054,112.0,5960.0
2015-04-19,0.0001476388371404,111.0,12612.0
2015-04-20,0.0001326726145507,110.0,16081.0
2015-04-21,0.0001359756495237,106.0,13488.0
2015-04-22,0.0001381298764267,79.0,4586.0
2015-04-23,0.0001368413103389,99.0,8635.0
2015-04-24,0.0001468916581427,78.0,2146.0
2015-04-25,0.0001403965156516,76.0,1534.0
2015-04-26,0.0001345070781355,62.0,1514.0
2015-04-27,0.0001612088040087,170.0,4897.0
2015-04-28,0.0001461341279076,52.0,8180.0
2015-04-29,0.000146685037478,56.0,1783.0
2015-04-30,0.0001559888952295,36.0,10926.0
2015-05-01,0.0001536127445821,37.0,1474.0
2015-05-02,0.0001556039651607,34.0,1468.0
2015-05-03,0.0001490878343658,49.0,1495.0
2015-05-04,0.00015000848562,39.0,1495.0
2015-05-05,0.0001392537962068,46.0,5546.0
2015-05-06,0.0001422783559662,34.0,1486.0
2015-05-07,0.0001565062536294,47.0,1579.0
2015-05-08,0.0001564054226066,41.0,1501.0
2015-05-09,0.0001500324574517,26.0,1468.0
2015-05-10,0.0001516646336762,36.0,7142.0
2015-05-11,0.0001534789347191,38.0,2056.0
2015-05-12,0.0001671242735154,49.0,1496.0
2015-05-13,0.0001584886781706,39.0,1495.0
2015-05-14,0.0001587557741992,53.0,1416.0
2015-05-15,0.000163864306613,29.0,775.0
2015-05-16,0.0001592939867126,52.0,1515.0
2015-05-17,0.0001587656675657,28.0,1020.0
2015-05-18,0.0001632428675538,44.0,1341.0
2015-05-19,0.0001623821127703,60.0,1551.0
2015-05-20,0.0001682844309994,48.0,1492.0
2015-05-21,0.0001696111419777,63.0,1519.0
2015-05-22,0.0001752502658549,48.0,1228.0
2015-05-23,0.000175505471929,42.0,992.0
2015-05-24,0.0001804264374545,46.0,1156.0
2015-05-25,0.0001801777242451,44.0,1482.0
2015-05-26,0.000187069046388,38.0,1474.0
2015-05-27,0.00019827004342,54.0,1507.0
2015-05-28,0.0001966742120105,65.0,1193.0
2015-05-29,0.0001799079335386,65.0,1409.0
2015-05-30,0.0001838777476592,64.0,861.0
2015-05-31,0.0001743268977049,33.0,1353.0
2015-06-01,0.0001696948534658,25.0,1387.0
2015-06-02,0.0001757656538223,30.0,1474.0
2015-06-03,0.0001764131974225,34.0,1484.0
2015-06-04,0.0001698904584102,25.0,1472.0
2015-06-05,0.0001730311043153,27.0,1462.0
2015-06-06,0.0001688703848626,37.0,1490.0
2015-06-07,0.0001628920585753,33.0,1485.0
2015-06-08,0.0001717186144067,22.0,1219.0
2015-06-09,0.0001431197032579,52.0,912.0
2015-06-10,0.0001531542865809,45.0,1516.0
2015-06-11,0.0001469098708625,108.0,1612.0
2015-06-12,0.0001425264732056,36.0,1412.0
2015-06-13,0.0001491298205026,44.0,1407.0
2015-06-14,0.0001509715042665,31.0,968.0
2015-06-15,0.0001445804220396,43.0,1494.0
2015-06-16,0.0001558882596142,38.0,1416.0
2015-06-17,0.0001607061244155,40.0,1453.0
2015-06-18,0.0001649325644391,16.0,1435.0
2015-06-19,0.0001517781602162,29.0,1425.0
2015-06-20,0.0001498053330216,28.0,529.0
2015-06-21,0.0001603746496025,29.0,514.0
2015-06-22,0.0001585377599064,25.0,503.0
2015-06-23,0.0001518196838574,20.0,430.0
2015-06-24,0.0001538889889888,26.0,292.0
2015-06-25,0.0001551026289187,31.0,487.0
2015-06-26,0.0001477489670038,22.0,394.0
2015-06-27,0.000158825789599,26.0,510.0
2015-06-28,0.0001519255543366,26.0,512.0
2015-06-29,0.0001483918732203,29.0,494.0
2015-06-30,0.0001578425926358,15.0,443.0
2015-07-01,0.0001398407144259,27.0,509.0
2015-07-02,0.0001427426279836,25.0,512.0
2015-07-03,0.0001409807254675,14.0,487.0
2015-07-04,0.000140674989398,14.0,513.0
2015-07-05,0.0001247991307773,27.0,526.0
2015-07-06,0.0001264948318439,14.0,500.0
2015-07-07,0.000146247419308,18.0,413.0
2015-07-08,0.0001569341628813,21.0,335.0
2015-07-09,0.0001481369202939,19.0,439.0
2015-07-10,0.0001456349782232,22.0,481.0
2015-07-11,0.0001627188203298,93.0,573.0
2015-07-12,0.0001588557587463,25.0,513.0
2015-07-13,0.0001580305808766,22.0,502.0
2015-07-14,0.0001583352196412,19.0,469.0
2015-07-15,0.0001557232198947,15.0,482.0
2015-07-16,0.0001476223571128,12.0,490.0
2015-07-17,0.0001479363390561,15.0,494.0
2015-07-18,0.0001470028665663,22.0,499.0
2015-07-19,0.0001490281160549,27.0,504.0
2015-07-20,0.0001473878003623,29.0,489.0
2015-07-21,0.0001425910696025,17.0,404.0
2015-07-22,0.000141659828232,16.0,274.0
2015-07-23,0.0001445146758481,19.0,503.0
2015-07-24,0.000176476645561,37.0,563.0
2015-07-25,0.0001767582043124,41.0,534.0
2015-07-26,0.0001790798251957,36.0,534.0
2015-07-27,0.0001699454238748,25.0,508.0
2015-07-28,0.0001713378726559,38.0,523.0
2015-07-29,0.0001573687548568,17.0,500.0
2015-07-30,0.0001642809987405,41.0,526.0
2015-07-31,0.0001595312969023,9.0,486.0
2015-08-01,0.0001544048348772,19.0,495.0
2015-08-02,0.0001525084234716,22.0,504.0
2015-08-03,0.0001523799282466,15.0,492.0
2015-08-04,0.000148539454481,15.0,396.0
2015-08-05,0.0001514297012482,17.0,500.0
2015-08-06,0.0001395897507305,19.0,377.0
2015-08-07,0.0001398357729398,16.0,15.0
2015-08-08,0.0001333396405406,16.0,188.0
2015-08-09,0.0001299650337288,19.0,522.0
2015-08-10,0.0001353010819111,20.0,552.0
2015-08-11,0.0001319937276696,27.0,512.0
2015-08-12,0.0001361581593672,26.0,508.0
2015-08-13,0.0001218401490531,27.0,527.0
2015-08-14,0.0001198601736995,32.0,495.0
2015-08-15,0.0001190488714348,24.0,474.0
2015-08-16,0.0001216974841732,43.0,339.0
2015-08-17,0.0001189926967621,30.0,512.0
2015-08-18,9.58697885714e-05,25.0,464.0
2015-08-19,0.0001035547205084,24.0,506.0
2015-08-20,0.0001059857473991,12.0,470.0
2015-08-21,0.0001027402834309,9.0,488.0
2015-08-22,9.88018454471e-05,16.0,506.0
2015-08-23,9.8323273872e-05,14.0,490.0
2015-08-24,9.32371907256e-05,21.0,509.0
2015-08-25,8.70260250613e-05,21.0,515.0
2015-08-26,9.30111787784e-05,21.0,524.0
2015-08-27,9.56947613448e-05,20.0,524.0
2015-08-28,9.51900314026e-05,20.0,514.0
2015-08-29,0.0001003218447004,20.0,498.0
2015-08-30,0.0001016456059819,22.0,499.0
2015-08-31,9.49321533963e-05,20.0,308.0
2015-09-01,0.0001003004509877,28.0,197.0
2015-09-02,9.62855511077e-05,16.0,517.0
2015-09-03,9.30866769974e-05,18.0,533.0
2015-09-04,9.70945766335e-05,6.0,486.0
2015-09-05,9.90792625774e-05,9.0,504.0
2015-09-06,9.68085053185e-05,14.0,473.0
2015-09-07,9.65656388077e-05,12.0,471.0
2015-09-08,9.76542614845e-05,18.0,526.0
2015-09-09,9.60151762618e-05,19.0,532.0
2015-09-10,9.31126861104e-05,23.0,533.0
2015-09-11,9.37106174254e-05,16.0,474.0
2015-09-12,8.74072344739e-05,14.0,355.0
2015-09-13,8.99140465537e-05,22.0,538.0
2015-09-14,9.05610101344e-05,22.0,538.0
2015-09-15,9.90095860153e-05,28.0,531.0
2015-09-16,0.000105326177447,41.0,581.0
2015-09-17,0.0001096052679836,21.0,413.0
2015-09-18,0.0001002653062945,13.0,542.0
2015-09-19,0.0001022655722501,15.0,551.0
2015-09-20,0.0001020082113383,18.0,550.0
2015-09-21,0.0001035584176677,14.0,542.0
2015-09-22,0.0001260172592007,22.0,581.0
2015-09-23,0.0001195283471303,39.0,569.0
2015-09-24,0.000114860682127,21.0,551.0
2015-09-25,0.000134256786426,33.0,463.0
2015-09-26,0.0001315856697603,30.0,434.0
2015-09-27,0.0001318504936332,37.0,582.0
2015-09-28,0.0001368098412448,31.0,558.0
2015-09-29,0.0001495218272822,37.0,546.0
2015-09-30,0.0001507289820348,42.0,578.0
2015-10-01,0.0001787223454869,47.0,398.0
2015-10-02,0.0001496426374419,69.0,404.0
2015-10-03,0.0001270600257919,20.0,573.0
2015-10-04,0.0001214468397902,26.0,580.0
2015-10-05,0.0001180709947783,22.0,516.0
2015-10-06,0.0001294741794138,22.0,566.0
2015-10-07,0.0001357720750998,18.0,600.0
2015-10-08,0.0001190845201519,27.0,593.0
2015-10-09,0.000117113191857,39.0,581.0
2015-10-10,0.0001152044363451,13.0,535.0
2015-10-11,0.0001143229560841,16.0,527.0
2015-10-12,0.0001181249459263,22.0,518.0
2015-10-13,0.0001177215113296,30.0,552.0
2015-10-14,0.0001142060100964,21.0,529.0
2015-10-15,0.0001119892131268,21.0,547.0
2015-10-16,0.0001139419901455,14.0,541.0
2015-10-17,0.0001250882319053,23.0,557.0
2015-10-18,0.0001238363883693,28.0,580.0
2015-10-19,0.0001172971708366,27.0,556.0
2015-10-20,0.0001150094729961,24.0,544.0
2015-10-21,0.0001179376957919,12.0,198.0
2015-10-22,0.000118428431277,17.0,55.0
2015-10-23,0.0001221461093512,11.0,53.0
2015-10-24,0.0001208982286353,16.0,47.0
2015-10-25,0.0001201408712507,13.0,335.0
2015-10-26,0.0001118049057334,15.0,532.0
2015-10-27,0.0001187512290916,31.0,376.0
2015-10-28,0.0001186475441494,25.0,241.0
2015-10-29,0.000143618712742,12.0,497.0
2015-10-30,0.0001575622729872,20.0,532.0
2015-10-31,0.0001439524704636,12.0,517.0
2015-11-01,0.0001515239461159,16.0,496.0
2015-11-02,0.0001640774825978,7.0,523.0
2015-11-03,0.0001723969352367,20.0,548.0
2015-11-04,0.000148336410336,14.0,537.0
2015-11-05,0.0001512597233638,15.0,523.0
2015-11-06,0.0001430273442782,13.0,523.0
2015-11-07,0.0001491138576819,13.0,540.0
2015-11-08,0.000137788048007,10.0,526.0
2015-11-09,0.0001483933013004,16.0,528.0
2015-11-10,0.0001375512063158,20.0,516.0
2015-11-11,0.0001266093475218,6.0,488.0
2015-11-12,0.0001316321901566,21.0,499.0
2015-11-13,0.0001282872654295,11.0,474.0
2015-11-14,0.0001298883758153,19.0,559.0
2015-11-15,0.0001119748075686,19.0,541.0
2015-11-16,0.0001291417627556,12.0,534.0
2015-11-17,0.0001025460692566,15.0,520.0
2015-11-18,0.0001107956866393,29.0,512.0
2015-11-19,0.0001112481748684,15.0,345.0
2015-11-20,0.000109459761654,12.0,540.0
2015-11-21,0.0001042896739684,13.0,83.0
2015-11-22,9.38983535022e-05,15.0,150.0
2015-11-23,0.0001037995595558,20.0,539.0
2015-11-24,0.0001055872476539,9.0,531.0
2015-11-25,0.0001085209147662,14.0,523.0
2015-11-26,0.0001122569998363,11.0,374.0
2015-11-27,9.68551794741e-05,18.0,545.0
2015-11-28,0.0001030552920538,13.0,539.0
2015-11-29,0.000104078131502,14.0,528.0
2015-11-30,0.0001059124129748,17.0,545.0
2015-12-01,0.0001162006512215,11.0,326.0
2015-12-02,0.0001040025491326,14.0,136.0
2015-12-03,0.0001083801203772,29.0,405.0
2015-12-04,0.0001162373221741,8.0,245.0
2015-12-05,0.0001125752766011,14.0,551.0
2015-12-06,0.0001038147552044,13.0,553.0
2015-12-07,0.000123946816429,10.0,548.0
2015-12-08,0.0001303447991413,9.0,528.0
2015-12-09,0.0001378187815108,19.0,590.0
2015-12-10,0.0001377989168994,12.0,553.0
2015-12-11,0.0001436405320958,9.0,527.0
2015-12-12,0.0001335035502948,18.0,15.0
2015-12-13,0.0001436548175277,17.0,299.0
2015-12-14,0.0001373809819549,13.0,497.0
2015-12-15,0.0001254468253623,13.0,529.0
2015-12-16,0.0001737712146994,18.0,585.0
2015-12-17,0.0002468112470109,48.0,669.0
2015-12-18,0.0001837960500047,27.0,558.0
2015-12-19,0.0001614899677819,26.0,547.0
2015-12-20,0.0001547538965225,21.0,521.0
2015-12-21,0.0001920595601904,24.0,528.0
2015-12-22,0.0001963398733582,20.0,514.0
2015-12-23,0.0002036262344476,21.0,290.0
2015-12-24,0.0001775744193454,12.0,25.0
2015-12-25,0.0001868447185914,10.0,15.0
2015-12-26,0.0001631063973085,17.0,22.0
2015-12-27,0.0001479470630771,10.0,48.0
2015-12-28,0.0001389474502688,14.0,14.0
2015-12-29,0.0001624414919074,9.0,284.0
2015-12-30,0.0001621716362302,11.0,246.0
2015-12-31,0.0001518357515038,14.0,469.0
2016-01-01,0.000160354836727,21.0,470.0
2016-01-02,0.0001650871533606,14.0,309.0
2016-01-03,0.0001763558338047,21.0,212.0
2016-01-04,0.0002037529360814,23.0,526.0
2016-01-05,0.0001903745811572,29.0,509.0
2016-01-06,0.0001894982626534,16.0,496.0
2016-01-07,0.0002539127529936,40.0,567.0
2016-01-08,0.0002659091088269,38.0,88.0
2016-01-09,0.0002564117732612,38.0,66.0
2016-01-10,0.0002552280178492,19.0,17.0
2016-01-11,0.0002514585130566,17.0,274.0
2016-01-12,0.0002604898461394,22.0,504.0
2016-01-13,0.0002547040834571,22.0,516.0
2016-01-14,0.0002879815605639,52.0,560.0
2016-01-15,0.0002574665660175,44.0,546.0
2016-01-16,0.0002794112672822,33.0,326.0
2016-01-17,0.0002932915559532,27.0,530.0
2016-01-18,0.0003500552256853,47.0,483.0
2016-01-19,0.0004723807961582,59.0,270.0
2016-01-20,0.0005988480600909,110.0,740.0
2016-01-21,0.0004643676417334,55.0,635.0
2016-01-22,0.0004455343969315,50.0,590.0
2016-01-23,0.0004584478013748,42.0,564.0
2016-01-24,0.0004157837724736,38.0,547.0
2016-01-25,0.0003824719005638,58.0,560.0
2016-01-26,0.0004092516414161,39.0,558.0
2016-01-27,0.0004219670765855,41.0,568.0
2016-01-28,0.0003947565960754,32.0,549.0
2016-01-29,0.0004308915399936,42.0,556.0
2016-01-30,0.0004677561249814,52.0,560.0
2016-01-31,0.0004835440498231,47.0,388.0
2016-02-01,0.0004995291891855,110.0,738.0
2016-02-02,0.0006029450785543,50.0,688.0
2016-02-03,0.0006255500938385,71.0,641.0
2016-02-04,0.0006068523646219,50.0,596.0
2016-02-05,0.0006248790502881,38.0,533.0
2016-02-06,0.0006293573661671,33.0,535.0
2016-02-07,0.0006011853588714,41.0,532.0
2016-02-08,0.0005859373868765,41.0,543.0
2016-02-09,0.0005469251304155,39.0,530.0
2016-02-10,0.0005361473274148,45.0,338.0
2016-02-11,0.0005135197400952,59.0,571.0
2016-02-12,0.0006090545024081,80.0,632.0
2016-02-13,0.0005667067831244,62.0,577.0
2016-02-14,0.0005899420369151,49.0,537.0
2016-02-15,0.0005706649699581,34.0,491.0
2016-02-16,0.0005121603259812,37.0,587.0
2016-02-17,0.0004660652628225,45.0,611.0
2016-02-18,0.0005502227666718,47.0,639.0
2016-02-19,0.0005531567911689,31.0,563.0
2016-02-20,0.0006162740641145,39.0,631.0
2016-02-21,0.0006837987271792,22.0,260.0
2016-02-22,0.0006582525446807,25.0,256.0
2016-02-23,0.0006468501926187,21.0,551.0
2016-02-24,0.0006416893441811,21.0,442.0
2016-02-25,0.0006304652363463,24.0,111.0
2016-02-26,0.0006492376784598,32.0,56.0
2016-02-27,0.0006418354397306,21.0,290.0
2016-02-28,0.0006496533940677,17.0,507.0
2016-02-29,0.0006393807449342,28.0,528.0
2016-03-01,0.0006195959548635,22.0,524.0
2016-03-02,0.0006367254394865,25.0,513.0
2016-03-03,0.0006037471027188,27.0,521.0
2016-03-04,0.0006351598352517,30.0,522.0
2016-03-05,0.0007007366057313,38.0,611.0
2016-03-06,0.0010273591539641,66.0,699.0
2016-03-07,0.0016283566423107,141.0,748.0
2016-03-08,0.0016097447999264,84.0,317.0
2016-03-09,0.0013384452742367,90.0,589.0
2016-03-10,0.0013810057804699,52.0,680.0
2016-03-11,0.0013333329907713,55.0,592.0
2016-03-12,0.0013474276422159,58.0,550.0
2016-03-13,0.0013233234013994,51.0,438.0
2016-03-14,0.0012317924897133,55.0,454.0
2016-03-15,0.0012263299781422,50.0,315.0
2016-03-16,0.0011610448669859,46.0,125.0
2016-03-17,0.0012954106296728,47.0,357.0
2016-03-18,0.0011776838905542,38.0,236.0
2016-03-19,0.0013232375278639,28.0,47.0
2016-03-20,0.0012155680137931,40.0,251.0
2016-03-21,0.0012636174463343,44.0,544.0
2016-03-22,0.0012527530657118,51.0,539.0
2016-03-23,0.0013093667087218,54.0,550.0
2016-03-24,0.0012507613412425,33.0,528.0
2016-03-25,0.0012414558842968,33.0,523.0
2016-03-26,0.001489029986673,75.0,569.0
