time,Price,Velocity
2019-05-21,1.07254483085145,1.0
2019-05-22,1.12429653453068,1.0000000029411764
2019-05-23,1.11126167767368,1.0000000029411764
2019-05-24,1.2174379963394,1.0000000029411764
2019-05-25,1.33453140372923,1.0000000029411764
2019-05-26,1.47760908501921,1.0000000029411764
2019-05-27,1.40973239273419,1.0000000029411764
2019-05-28,1.45431024548927,1.0000000029411764
2019-05-29,1.50474961480359,1.0000000029411764
2019-05-30,1.40443869312823,1.0000000029411764
2019-05-31,1.48459011141721,1.0000000029411764
2019-06-01,1.40860141840815,1.0000000029411764
2019-06-02,1.44028596594894,1.0000000029411764
2019-06-03,1.42075583227741,1.0000000029411764
2019-06-04,1.46216300573473,1.0000000029411764
2019-06-05,1.48531107077415,1.0000000029411764
2019-06-06,1.64921794887202,1.030882355882353
2019-06-07,1.69146722468655,1.030882355882353
2019-06-08,1.72227963823014,1.030882355882353
2019-06-09,1.76339284776125,1.030882355882353
2019-06-10,1.91347298400948,1.030882355882353
2019-06-11,1.9174002236567,1.030882355882353
2019-06-12,1.96723449719487,1.0601709427058823
2019-06-13,1.95808376287366,1.0602941235294117
2019-06-14,1.92520133836081,1.0910860482941176
2019-06-15,1.91735411816591,1.2235968352941176
2019-06-16,1.8629504522448,1.223852311764706
2019-06-17,1.91171979977514,1.2240131147058824
2019-06-18,1.87067949476835,1.2242134294117648
2019-06-19,1.85820823358566,1.22612415573506
2019-06-20,1.89430620988405,1.2262420936748806
2019-06-21,1.83326290927971,1.2264242739449591
2019-06-22,1.83204285390099,1.2268476302592386
2019-06-23,1.85967783856543,1.2270150122483656
2019-06-24,1.89377162819418,1.227230332538148
2019-06-25,1.90988328433503,1.227406062124452
2019-06-26,1.87806425258227,1.229901282702569
2019-06-27,1.75435079858813,1.230460616305634
2019-06-28,1.83201003467894,1.230745850479827
2019-06-29,1.90075230067257,1.2309392438820312
2019-06-30,1.75286275877389,1.231097900726133
2019-07-01,1.7491893591603,1.2312971282864271
2019-07-02,1.7249695868613,1.2315315922705077
2019-07-03,1.70592487721473,1.2317311473233112
2019-07-04,1.78940620852638,1.2319022075774102
2019-07-05,1.75060922294052,1.2347916774788528
2019-07-06,1.70979913092414,1.23489239926046
2019-07-07,1.7102719268861,1.2349808172716046
2019-07-08,1.61507253428658,1.23530314294015
2019-07-09,1.56638271463472,1.235526275558001
2019-07-10,1.50547312989778,1.235836380250021
2019-07-11,1.50736086127199,1.2365060826669865
2019-07-12,1.50214007484834,1.2366497597174018
2019-07-13,1.42682265347453,1.236784938561542
2019-07-14,1.41415991119314,1.238104008613096
2019-07-15,1.44957318041743,1.242925832034639
2019-07-16,1.34932778631857,1.245586040017785
2019-07-17,1.35067758073074,1.2458776841414454
2019-07-18,1.32364549196104,1.246298909625352
2019-07-19,1.24172425120963,1.246629570012826
2019-07-20,1.2594124559996,1.246908889306212
2019-07-21,1.27261212788215,1.2470508103351994
2019-07-22,1.27326271671216,1.247202590041329
2019-07-23,1.29328127161017,1.2473170005534266
2019-07-24,1.31662165911975,1.2474591055793989
2019-07-25,1.28709992648473,1.2475947727882952
2019-07-26,1.27065188736316,1.2476858533730542
2019-07-27,1.30474582409282,1.247831409826334
2019-07-28,1.24649443636308,1.2479018069539316
2019-07-29,1.34883023335242,1.2483673856125372
2019-07-30,1.33819618929335,1.2484581703182742
2019-07-31,1.30456023703863,1.2485708269236315
2019-08-01,1.30482500398424,1.2486510318027544
2019-08-02,1.28798060912069,1.2487536813463045
2019-08-03,1.32239623525915,1.2488502263447363
2019-08-04,1.33176514494753,1.2489403581579477
2019-08-05,1.31004336137894,1.2491411499949654
2019-08-06,1.25335036220317,1.2493314800370607
2019-08-07,1.25600536055645,1.2495289978323283
2019-08-08,1.24416588274225,1.2496752873058532
2019-08-09,1.22721972028174,1.2498374183262129
2019-08-10,1.23473315919224,1.2502034892301412
2019-08-11,1.30867715999605,1.2502965709304923
2019-08-12,1.26369817589286,1.250362424044817
2019-08-13,1.22707252475911,1.2504626816275672
2019-08-14,1.24824714209365,1.250575166106713
2019-08-15,1.22296812287142,1.2507787201901526
2019-08-16,1.16316561702046,1.302255048388724
2019-08-17,1.19760556204955,1.3023777888173893
2019-08-18,1.30819453573523,1.3024625472526226
2019-08-19,1.32487980712916,1.3025728418065945
2019-08-20,1.30577355909661,1.3026488415917556
2019-08-21,1.19532656743426,1.3027731601286934
2019-08-22,1.21783564592873,1.302857131001386
2019-08-23,1.20070164162787,1.3029352786843853
2019-08-24,1.16346501317856,1.3030096585965938
2019-08-25,1.17757076981882,1.303097274929228
2019-08-26,1.18614450884971,1.303228320562866
2019-08-27,1.18611603901184,1.303317908785043
2019-08-28,1.15561133807588,1.3035060944675498
2019-08-29,1.12992096480184,1.3036406035864514
2019-08-30,1.12980811257198,1.303729499708214
2019-08-31,1.12835472483547,1.3037988827747582
2019-09-01,1.1519681161275,1.3038741009637618
2019-09-02,1.1508125538927,1.3040512070732553
2019-09-03,1.1328116110435,1.304202329585294
2019-09-04,1.10232501390999,1.3043402962230763
2019-09-05,1.0655304010958,1.30445303699403
2019-09-06,1.05746577848664,1.305157487821004
2019-09-07,1.07029036952506,1.3052391407539468
2019-09-08,1.06254256324261,1.3053290720431394
2019-09-09,1.04874514090678,1.3054688882596153
2019-09-10,1.05269987471168,1.305599173179436
2019-09-11,1.06441905314989,1.3057144765118376
2019-09-12,1.06837923885603,1.305804959691447
2019-09-13,1.05520983579521,1.3059051054284334
2019-09-14,1.05286628010611,1.305989189662401
2019-09-15,1.07061618468518,1.306068933352821
2019-09-16,1.07904845790086,1.3061872556749616
2019-09-17,1.10894223149817,1.3063272359669669
2019-09-18,1.10148696512344,1.3064801454106791
2019-09-19,1.0845396973142,1.306700176661823
2019-09-20,1.07502713603236,1.306808108528173
2019-09-21,1.0702269587281,1.3068926342744738
2019-09-22,1.0696050545345,1.3069613759548582
2019-09-23,1.05924991952059,1.307071413954366
2019-09-24,1.04927965602768,1.3075535931534237
2019-09-25,1.04250536250518,1.307802785100907
2019-09-26,1.03921594219548,1.3080268734924114
2019-09-27,1.04338910089807,1.3081592436630494
2019-09-28,1.04490524586589,1.3082578351569965
2019-09-29,1.03819719709894,1.3084048080497404
2019-09-30,1.03913568702385,1.3085699217296394
2019-10-01,1.02961079928778,1.3086878204385952
