time,Price
2018-06-30,4.39194963431201
2018-07-01,3.89899473425941
2018-07-02,2.91516870134232
2018-07-03,2.35664214928496
2018-07-04,2.2311091643373
2018-07-05,1.95621475156419
2018-07-06,1.90243079718213
2018-07-07,1.95780038911318
2018-07-08,2.48016161015943
2018-07-09,2.31347707171102
2018-07-10,2.32423812943096
2018-07-11,2.20346526055314
2018-07-12,1.84877871959846
2018-07-13,2.04656836391205
2018-07-14,2.02984447042599
2018-07-15,2.26267706062474
2018-07-16,2.51170185521971
2018-07-17,2.50682285541607
2018-07-18,2.43676656529923
2018-07-19,2.3109361929633
2018-07-20,2.1572113528953
2018-07-21,2.19887428127467
2018-07-22,2.2655599192883
2018-07-23,2.15630591282634
2018-07-24,2.19991383718984
2018-07-25,2.15510391445473
2018-07-26,2.09947008684972
2018-07-27,2.1668295257394
2018-07-28,2.14129915160523
2018-07-29,2.14837858020111
2018-07-30,2.19666634501824
2018-07-31,2.01736001788801
2018-08-01,1.91741273596888
2018-08-02,1.76360191445076
2018-08-03,1.87425798744435
2018-08-04,1.90762528154329
2018-08-05,1.85749870536874
2018-08-06,1.84640057697666
2018-08-07,1.82576323803105
2018-08-08,1.67002228239927
2018-08-09,1.68755704400659
2018-08-10,1.62727162668379
2018-08-11,1.57257033799309
2018-08-12,1.55817204075496
2018-08-13,1.39194687802292
2018-08-14,1.38481417490371
2018-08-15,1.49633687930941
2018-08-16,1.36847868936376
2018-08-17,1.50856976864833
2018-08-18,1.48629916611038
2018-08-19,1.41479699644646
2018-08-20,1.47466887460481
2018-08-21,1.42878991405429
2018-08-22,1.32450491147127
2018-08-23,1.32845400443183
2018-08-24,1.42620421538053
2018-08-25,1.40953683820206
2018-08-26,1.43519920191641
2018-08-27,1.38728227438578
2018-08-28,1.46566424444585
2018-08-29,1.39650876331238
2018-08-30,1.35889161155095
2018-08-31,1.42929374829178
2018-09-01,1.43701022568992
2018-09-02,1.45084920658019
2018-09-03,1.40055221307029
2018-09-04,1.40837173647128
2018-09-05,1.30128038530217
2018-09-06,1.23734812327867
2018-09-07,1.21652086538733
2018-09-08,1.13765067292901
2018-09-09,1.18921435915504
2018-09-10,1.41845232853108
2018-09-11,1.30656399504397
2018-09-12,1.24055897054313
2018-09-13,1.32876071590512
2018-09-14,1.56938775013523
2018-09-15,1.64185282050075
2018-09-16,1.68224394063392
2018-09-17,1.49466446997959
2018-09-18,1.57622598419894
2018-09-19,1.53444474885728
2018-09-20,1.72720786956233
2018-09-21,1.70440049170244
2018-09-22,1.66823120354375
2018-09-23,1.65124204771083
2018-09-24,1.61325892049572
2018-09-25,1.46015265152656
2018-09-26,1.46923516630964
2018-09-27,1.55700969687828
2018-09-28,1.42931663448639
2018-09-29,1.43096776992693
2018-09-30,1.45226166776451
2018-10-01,1.34926950048621
2018-10-02,1.36267835122409
2018-10-03,1.31371963367035
2018-10-04,1.29428624106326
2018-10-05,1.35613149581397
2018-10-06,1.33081634836674
2018-10-07,1.3425018230677
2018-10-08,1.39620070147133
2018-10-09,1.39979777443338
2018-10-10,1.37184776906556
2018-10-11,1.25554506375504
2018-10-12,1.23346733745691
2018-10-13,1.23138765710051
2018-10-14,1.2352369270908
2018-10-15,1.35655408428246
2018-10-16,1.4301866624301
2018-10-17,1.38979076900141
2018-10-18,1.31173897772804
2018-10-19,1.2943775840653
2018-10-20,1.30506281987037
2018-10-21,1.32885533436933
2018-10-22,1.40820128396745
2018-10-23,1.37244974772565
2018-10-24,1.34190070195761
2018-10-25,1.32918811894304
2018-10-26,1.35775101766003
2018-10-27,1.34247808206598
2018-10-28,1.34161797396671
2018-10-29,1.27486584256535
2018-10-30,1.27193896441138
2018-10-31,1.28969475223275
2018-11-01,1.30887133642079
2018-11-02,1.29746260514387
2018-11-03,1.31580910627939
2018-11-04,1.33635456211166
2018-11-05,1.33251100791924
2018-11-06,1.34449793201721
2018-11-07,1.32127385702598
2018-11-08,1.30975770688477
2018-11-09,1.28870654714062
2018-11-10,1.29571619482626
2018-11-11,1.29779414956568
2018-11-12,1.25505572204322
2018-11-13,1.24710636929062
2018-11-14,1.0952212047883
2018-11-15,1.09965129212769
2018-11-16,1.10707564900926
2018-11-17,1.07957074333232
2018-11-18,1.07597766848301
2018-11-19,0.818801293773683
2018-11-20,0.694903810653238
2018-11-21,0.718072835942126
2018-11-22,0.678759038465241
2018-11-23,0.626355051176487
2018-11-24,0.558035058039056
2018-11-25,0.577170773567299
2018-11-26,0.563498427836639
2018-11-27,0.558179819917582
2018-11-28,0.588809115383673
2018-11-29,0.561352941849449
2018-11-30,0.492604608068287
2018-12-01,0.504260797918515
2018-12-02,0.490221029822788
2018-12-03,0.445289898818508
2018-12-04,0.431048523133447
2018-12-05,0.384443243073066
2018-12-06,0.348927469050288
2018-12-07,0.368743422009199
2018-12-08,0.385124130410966
2018-12-09,0.396664649195585
2018-12-10,0.348480227836835
