time,Price,Active_Users,Total_Users,Total_Users_USD100,Total_Users_USD_10,SER,Transactions,Velocity
2017-12-09,0.0216975776438193,394,6931,5686.0,6483.0,6.087105e-06,345,1.5154246029589846
2017-12-10,0.0232709988722617,581,7038,5784.0,6572.0,6.948842e-06,505,1.5763026095567685
2017-12-11,0.0234695903981972,527,7091,5808.0,6604.0,7.567032e-06,451,1.6328751880839818
2017-12-12,0.0242842430047988,3265,6583,5136.0,5992.0,6.790004e-06,3909,2.403456000905143
2017-12-13,0.0221950793073941,813,6580,5037.0,5952.0,7.118204e-06,922,2.5237709561132777
2017-12-14,0.0322444278607624,842,6683,5290.0,6055.0,7.458842e-06,1007,2.6807239935966303
2017-12-15,0.0450205530135394,1248,6770,5622.0,6161.0,7.631755e-06,1384,2.810678887178603
2017-12-16,0.0445835136427515,832,6950,5731.0,6327.0,7.615147e-06,993,2.8898079267333103
2017-12-17,0.0743766123411654,1039,7166,6062.0,6562.0,8.351938e-06,1183,2.9752512295891247
2017-12-18,0.0839043570602402,1291,7405,6244.0,6768.0,9.225498e-06,1509,3.0718074356890654
2017-12-19,0.0658844964771108,826,7565,6222.0,6882.0,1.0290129e-05,957,3.116620760948586
2017-12-20,0.0619083592911543,527,7741,6339.0,7045.0,1.0397768e-05,605,3.144342503281462
2017-12-21,0.0676352696340806,741,7875,6452.0,7166.0,1.1051706e-05,765,3.178513656625077
2017-12-22,0.05569298046892,707,7790,6228.0,7052.0,1.1292771e-05,745,3.275961847480524
2017-12-23,0.0710774469307802,692,7840,6363.0,7110.0,1.1913142e-05,700,3.2991255804057205
2017-12-24,0.0622478822130301,381,7943,6352.0,7185.0,1.2002821e-05,445,3.316722878580788
2017-12-25,0.0739358760512458,581,8074,6524.0,7311.0,1.2664969e-05,656,3.3325606203529037
2017-12-26,0.0837500498685349,758,8260,6693.0,7481.0,1.3421558e-05,944,3.3650979940928076
2017-12-27,0.0790511637760372,548,8452,6787.0,7652.0,1.4166407e-05,603,3.387842526883159
2017-12-28,0.1172940063376737,1127,8766,7351.0,8002.0,1.5158456e-05,1357,3.434781746913412
2017-12-29,0.216163787596435,2641,9675,8337.0,8895.0,1.7369207e-05,3323,3.558846901546411
2017-12-30,0.1672864613004382,1186,10006,8398.0,9098.0,1.8902622e-05,1431,3.60148973933531
2017-12-31,0.1734532241038323,781,10336,8652.0,9407.0,2.0054759e-05,874,3.619001665762308
2018-01-01,0.1656964017613227,762,10549,8751.0,9585.0,2.1976128e-05,817,3.6383000718180742
2018-01-02,0.1936087640714835,888,10890,9098.0,9923.0,2.3392039e-05,1020,3.655650964601592
2018-01-03,0.1905176551175121,756,11210,9354.0,10235.0,2.425585e-05,779,3.671901563268942
2018-01-04,0.2498622113386281,883,11600,9886.0,10691.0,2.5879627e-05,918,3.686655565403892
2018-01-05,0.2201991719384175,800,11969,10109.0,11049.0,2.7007225e-05,753,3.700627743170859
2018-01-06,0.2735783428010576,987,12425,10640.0,11502.0,2.873577e-05,1010,3.721803091183645
2018-01-07,0.374274894945477,1615,13047,11322.0,12125.0,3.1983009e-05,1614,3.753270067814563
2018-01-08,0.3618738704899568,1066,13552,11739.0,12623.0,3.4952587e-05,1121,3.793619525466468
2018-01-09,0.3336475003401601,1061,14139,12205.0,13192.0,3.8253607e-05,1158,3.827294281127904
2018-01-10,0.3202863475512171,941,14530,12464.0,13536.0,4.0433716e-05,1028,3.844520480658974
2018-01-11,0.2620884987616813,775,14868,12565.0,13843.0,4.1558614e-05,750,3.855292603741615
2018-01-12,0.295318911326851,740,15124,12891.0,14091.0,4.2445499e-05,683,3.86579621699627
2018-01-13,0.276637248411212,771,15410,13029.0,14350.0,4.4490571e-05,710,3.8747752287589945
2018-01-14,0.2264058065950357,731,15681,13036.0,14592.0,4.6166239e-05,630,3.883856938786088
