time,Price,Active_Users,Total_Users,Total_Users_USD100,Total_Users_USD_10,Transactions
2019-12-09,7340.22745908825,0.0,0.0,0.0,0.0,0.0
2019-12-10,7232.09178375219,0.0,0.0,0.0,0.0,0.0
2019-12-11,7200.46444599649,3.0,0.0,0.0,0.0,1.0
2019-12-12,7192.84902425482,0.0,0.0,0.0,0.0,0.0
2019-12-13,7244.90372004676,0.0,0.0,0.0,0.0,0.0
2019-12-14,7071.10709029807,0.0,0.0,0.0,0.0,0.0
2019-12-15,7111.28666995909,0.0,0.0,0.0,0.0,0.0
2019-12-16,6882.39579532437,3.0,0.0,0.0,0.0,1.0
2019-12-17,6608.96197983635,0.0,0.0,0.0,0.0,0.0
2019-12-18,7284.6254836353,0.0,0.0,0.0,0.0,0.0
2019-12-19,7146.16763763881,0.0,0.0,0.0,0.0,0.0
2019-12-20,7184.21917206312,0.0,0.0,0.0,0.0,0.0
2019-12-21,7140.29801127995,0.0,0.0,0.0,0.0,0.0
2019-12-22,7479.40240789012,0.0,0.0,0.0,0.0,0.0
2019-12-23,7321.7487238457,0.0,0.0,0.0,0.0,0.0
2019-12-24,7235.62908381064,0.0,0.0,0.0,0.0,0.0
2019-12-25,7191.17416569258,0.0,0.0,0.0,0.0,0.0
2019-12-26,7194.63975832846,0.0,0.0,0.0,0.0,0.0
2019-12-27,7237.15044728229,0.0,0.0,0.0,0.0,0.0
2019-12-28,7306.64330829924,0.0,0.0,0.0,0.0,0.0
2019-12-29,7391.578521391,0.0,0.0,0.0,0.0,0.0
2019-12-30,7229.3971006429,0.0,0.0,0.0,0.0,0.0
2019-12-31,7167.39505464641,0.0,0.0,0.0,0.0,0.0
2020-01-01,7170.63186879018,0.0,0.0,0.0,0.0,0.0
2020-01-02,6946.82526914085,0.0,0.0,0.0,0.0,0.0
2020-01-03,7315.3093603156,0.0,0.0,0.0,0.0,0.0
2020-01-04,7343.16419438925,0.0,0.0,0.0,0.0,0.0
2020-01-05,7345.53069181765,0.0,0.0,0.0,0.0,0.0
2020-01-06,7765.7977346581,0.0,0.0,0.0,0.0,0.0
2020-01-07,8136.08684190532,3.0,0.0,0.0,0.0,1.0
2020-01-08,8059.69952887201,0.0,0.0,0.0,0.0,0.0
2020-01-09,7817.13609322034,0.0,0.0,0.0,0.0,0.0
2020-01-10,8129.81791992987,0.0,0.0,0.0,0.0,0.0
2020-01-11,8032.00549503215,0.0,0.0,0.0,0.0,0.0
2020-01-12,8164.54999316189,0.0,0.0,0.0,0.0,0.0
2020-01-13,8121.92566762127,0.0,0.0,0.0,0.0,0.0
2020-01-14,8830.16787346581,0.0,0.0,0.0,0.0,0.0
2020-01-15,8811.44820251315,0.0,0.0,0.0,0.0,0.0
2020-01-16,8718.68699801286,0.0,0.0,0.0,0.0,0.0
2020-01-17,8912.54190414962,0.0,0.0,0.0,0.0,0.0
2020-01-18,8928.1807565751,0.0,0.0,0.0,0.0,0.0
2020-01-19,8687.35483664524,0.0,0.0,0.0,0.0,0.0
2020-01-20,8636.2587862069,0.0,0.0,0.0,0.0,0.0
2020-01-21,8730.86756019871,0.0,0.0,0.0,0.0,0.0
2020-01-22,8647.90047399182,0.0,0.0,0.0,0.0,0.0
2020-01-23,8366.38461396844,0.0,0.0,0.0,0.0,0.0
2020-01-24,8423.39095815313,0.0,0.0,0.0,0.0,0.0
2020-01-25,8344.77456896552,0.0,0.0,0.0,0.0,0.0
2020-01-26,8573.87480958504,0.0,0.0,0.0,0.0,0.0
2020-01-27,8901.95928486265,0.0,0.0,0.0,0.0,0.0
2020-01-28,9297.3883176505,0.0,0.0,0.0,0.0,0.0
2020-01-29,9311.94754354179,0.0,0.0,0.0,0.0,0.0
2020-01-30,9508.92096493279,0.0,0.0,0.0,0.0,0.0
2020-01-31,9357.28478240795,0.0,0.0,0.0,0.0,0.0
2020-02-01,9381.88602863822,0.0,0.0,0.0,0.0,0.0
2020-02-02,9339.38706312098,0.0,0.0,0.0,0.0,0.0
2020-02-03,9279.81252051432,0.0,0.0,0.0,0.0,0.0
2020-02-04,9161.62719772063,2.0,1.0,0.0,1.0,0.0
2020-02-05,9628.13677586207,0.0,1.0,0.0,1.0,0.0
2020-02-06,9739.2804364699,0.0,1.0,0.0,1.0,0.0
2020-02-07,9800.27939982466,0.0,1.0,0.0,1.0,0.0
2020-02-08,9911.29340841613,0.0,1.0,0.0,1.0,0.0
2020-02-09,10151.0832026885,0.0,1.0,1.0,1.0,0.0
2020-02-10,9872.36187305669,4.0,2.0,0.0,2.0,1.0
2020-02-11,10272.2225558738,6.0,2.0,1.0,2.0,5.0
2020-02-12,10360.1352229106,10.0,4.0,2.0,2.0,22.0
2020-02-13,10235.4973226184,5.0,4.0,4.0,4.0,4.0
2020-02-14,10361.6156901812,15.0,8.0,6.0,7.0,27.0
2020-02-15,9911.72432700175,10.0,10.0,7.0,8.0,12.0
2020-02-16,9952.04661157218,5.0,11.0,7.0,8.0,6.0
2020-02-17,9683.0796277031,12.0,13.0,8.0,10.0,12.0
2020-02-18,10195.3037904734,5.0,14.0,8.0,11.0,3.0
2020-02-19,9636.00229865576,7.0,16.0,10.0,13.0,6.0
2020-02-20,9614.03012244302,8.0,16.0,8.0,12.0,9.0
2020-02-21,9701.79750268849,0.0,16.0,8.0,12.0,0.0
2020-02-22,9675.24905756868,5.0,17.0,8.0,13.0,4.0
2020-02-23,9972.84242308591,4.0,17.0,8.0,13.0,3.0
2020-02-24,9648.00788310929,4.0,17.0,8.0,13.0,4.0
2020-02-25,9344.28714009351,5.0,19.0,8.0,16.0,6.0
2020-02-26,8798.88894856809,5.0,19.0,8.0,16.0,6.0
2020-02-27,8779.02948188194,6.0,19.0,8.0,16.0,6.0
2020-02-28,8750.59344599649,4.0,20.0,9.0,17.0,2.0
2020-02-29,8582.09029964933,5.0,19.0,8.0,15.0,3.0
2020-03-01,8541.77389392169,9.0,19.0,8.0,15.0,15.0
2020-03-02,8906.21475645821,0.0,19.0,8.0,15.0,0.0
2020-03-03,8768.81061420222,2.0,19.0,8.0,15.0,2.0
2020-03-04,8756.36957218001,8.0,19.0,8.0,15.0,8.0
2020-03-05,9062.61580274693,8.0,20.0,9.0,16.0,12.0
2020-03-06,9147.08505897136,3.0,20.0,9.0,16.0,2.0
2020-03-07,8898.30695675044,2.0,21.0,9.0,17.0,1.0
2020-03-08,8109.61454114553,6.0,21.0,9.0,17.0,5.0
2020-03-09,7896.38531987142,8.0,21.0,9.0,17.0,15.0
2020-03-10,7909.92787545295,7.0,23.0,10.0,19.0,9.0
2020-03-11,7939.34133477499,4.0,22.0,9.0,18.0,4.0
2020-03-12,4959.31341437756,8.0,27.0,11.0,22.0,9.0
2020-03-13,5627.69238836938,16.0,28.0,10.0,20.0,24.0
2020-03-14,5145.17250642899,10.0,29.0,10.0,21.0,8.0
2020-03-15,5358.61066335476,6.0,28.0,9.0,20.0,8.0
2020-03-16,5012.92738778492,13.0,30.0,10.0,22.0,19.0
2020-03-17,5416.7547106955,5.0,31.0,11.0,23.0,3.0
2020-03-18,5392.48783594389,8.0,30.0,11.0,22.0,8.0
2020-03-19,6203.5516320865,10.0,31.0,13.0,22.0,14.0
2020-03-20,6174.14947603741,13.0,32.0,12.0,21.0,16.0
2020-03-21,6175.83102220924,2.0,33.0,13.0,22.0,1.0
2020-03-22,5830.56097960257,0.0,33.0,12.0,22.0,0.0
2020-03-23,6486.40865733489,3.0,34.0,16.0,23.0,3.0
2020-03-24,6775.05761893629,5.0,34.0,17.0,24.0,3.0
2020-03-25,6689.96901285798,5.0,35.0,18.0,25.0,3.0
2020-03-26,6754.46033606078,7.0,35.0,17.0,25.0,8.0
2020-03-27,6490.79541502046,3.0,35.0,17.0,25.0,2.0
2020-03-28,6231.81989023963,7.0,35.0,15.0,25.0,7.0
2020-03-29,5904.85758679135,6.0,35.0,14.0,25.0,6.0
2020-03-30,6436.90570017534,5.0,35.0,17.0,25.0,4.0
2020-03-31,6432.3832421391,7.0,35.0,17.0,25.0,7.0
2020-04-01,6643.11000870836,8.0,36.0,18.0,26.0,4.0
2020-04-02,6792.74222209234,4.0,37.0,17.0,27.0,2.0
2020-04-03,6751.90255178258,13.0,41.0,18.0,28.0,12.0
2020-04-04,6859.98916867329,5.0,40.0,17.0,27.0,5.0
2020-04-05,6790.81247264758,3.0,40.0,16.0,26.0,2.0
2020-04-06,7298.17374517826,2.0,41.0,17.0,27.0,1.0
2020-04-07,7187.59333664524,0.0,41.0,17.0,27.0,0.0
2020-04-08,7372.19476399766,5.0,40.0,16.0,26.0,4.0
2020-04-09,7299.57918790181,0.0,40.0,16.0,26.0,0.0
2020-04-10,6859.82267475161,5.0,42.0,18.0,28.0,3.0
2020-04-11,6883.18222895967,9.0,41.0,17.0,27.0,9.0
2020-04-12,6978.66628661601,6.0,42.0,17.0,27.0,5.0
2020-04-13,6863.57553319696,5.0,44.0,17.0,27.0,4.0
2020-04-14,6875.53850344828,3.0,44.0,17.0,27.0,2.0
2020-04-15,6625.47577510228,4.0,45.0,18.0,28.0,4.0
2020-04-16,7127.79228223261,0.0,45.0,18.0,28.0,0.0
2020-04-17,7081.39519842197,8.0,47.0,17.0,29.0,6.0
2020-04-18,7262.79234360023,6.0,47.0,16.0,29.0,3.0
2020-04-19,7150.2442154588,10.0,49.0,18.0,31.0,9.0
2020-04-20,6853.27341478667,8.0,50.0,19.0,31.0,7.0
2020-04-21,6870.42369865576,6.0,51.0,19.0,31.0,4.0
2020-04-22,7123.65691992987,5.0,51.0,19.0,31.0,4.0
2020-04-23,7488.60516528346,3.0,51.0,18.0,30.0,2.0
2020-04-24,7506.44331648159,0.0,51.0,18.0,30.0,0.0
2020-04-25,7537.73820911748,2.0,52.0,18.0,31.0,1.0
2020-04-26,7684.06852168322,10.0,55.0,20.0,34.0,8.0
