time,Price,Active_Users,Total_Users,Total_Users_USD100,Total_Users_USD_10,SER,Transactions,Velocity
2017-12-22,0.858536206484773,290.0,493.0,471.0,479.0,9.25462e-07,290.0,1.6399252375493856
2017-12-23,1.12243301446737,194.0,571.0,540.0,557.0,1.121786e-06,192.0,1.7046726340161833
2017-12-24,1.05234293990599,220.0,661.0,599.0,628.0,1.751805e-06,229.0,1.7761932545002814
2017-12-25,1.08540891053928,228.0,747.0,700.0,730.0,1.828929e-06,258.0,1.8418693011288072
2017-12-26,1.16167157145863,246.0,845.0,774.0,826.0,2.30566e-06,363.0,1.909081492283423
2017-12-27,1.08270563080955,267.0,921.0,841.0,901.0,2.551433e-06,362.0,1.9533935706976535
2017-12-28,0.974706184131655,214.0,981.0,871.0,954.0,2.58183e-06,272.0,2.0239240484007306
2017-12-29,1.02472528239368,201.0,1036.0,935.0,1010.0,2.735291e-06,278.0,2.058457041895346
2017-12-30,0.892687641541017,214.0,1074.0,932.0,1040.0,3.30762e-06,286.0,2.0863854766730383
2017-12-31,1.0025520195478,170.0,1127.0,990.0,1093.0,4.170449e-06,233.0,2.094474384269577
2018-01-01,1.03417631832013,203.0,1184.0,1046.0,1147.0,4.56142e-06,258.0,2.119961785481276
2018-01-02,1.04300447911665,261.0,1275.0,1118.0,1220.0,4.865089e-06,342.0,2.186132931834602
2018-01-03,1.41375249085001,310.0,1373.0,1209.0,1316.0,5.17284e-06,460.0,2.2356942731173057
2018-01-04,1.81501733540415,442.0,1555.0,1381.0,1492.0,5.682631e-06,794.0,2.286991434132485
2018-01-05,1.62491551534256,16322.0,17398.0,1511.0,2016.0,8.3566671e-05,668.0,2.314221912477101
2018-01-06,1.88432073340399,415.0,17553.0,1642.0,2229.0,8.4084104e-05,495.0,2.3324958595386094
2018-01-07,2.40995359956452,568.0,17729.0,1873.0,2517.0,8.4923951e-05,911.0,2.3793675714986406
2018-01-08,2.16014897082114,425.0,17884.0,2009.0,2686.0,8.5774825e-05,554.0,2.40340104412728
2018-01-09,2.38082797601498,383.0,18065.0,2169.0,2856.0,8.6890285e-05,482.0,2.423506796845916
2018-01-10,2.05040282033064,433.0,18226.0,2290.0,3010.0,8.7170428e-05,527.0,2.443292596948626
2018-01-11,1.99717023866516,319.0,18346.0,2364.0,3036.0,8.7914482e-05,351.0,2.4515130276722195
2018-01-12,1.90820195730144,395.0,18453.0,2439.0,3127.0,8.8202049e-05,584.0,2.468459329495626
2018-01-13,1.82698205926432,374.0,18584.0,2553.0,3259.0,8.8571841e-05,497.0,2.4903052804431676
2018-01-14,1.65023644800165,333.0,18717.0,2658.0,3306.0,8.878478e-05,390.0,2.510503014462786
