time,Price,Active_Users,Total_Users,Total_Users_USD100,Total_Users_USD_10,Transactions
2018-11-24,3806.31692489772,0.0,0.0,0.0,0.0,0.0
2018-11-25,3946.85087434249,0.0,0.0,0.0,0.0,0.0
2018-11-26,3700.28599269433,0.0,0.0,0.0,0.0,0.0
2018-11-27,3776.55590531853,4.0,2.0,2.0,2.0,2.0
2018-11-28,4208.47526914085,5.0,1.0,1.0,1.0,9.0
2018-11-29,4239.03948831093,0.0,1.0,1.0,1.0,0.0
2018-11-30,3973.33405230859,0.0,1.0,1.0,1.0,0.0
2018-12-01,4148.07372559906,0.0,1.0,1.0,1.0,0.0
2018-12-02,4098.74676388077,0.0,1.0,1.0,1.0,0.0
2018-12-03,3843.9766659848,0.0,1.0,1.0,1.0,0.0
2018-12-04,3892.95164699006,0.0,1.0,1.0,1.0,0.0
2018-12-05,3709.52085827002,0.0,1.0,1.0,1.0,0.0
2018-12-06,3511.96898158971,0.0,1.0,1.0,1.0,0.0
2018-12-07,3372.99569257744,0.0,1.0,1.0,1.0,0.0
2018-12-08,3407.95119462303,0.0,1.0,1.0,1.0,0.0
2018-12-09,3540.43957597896,0.0,1.0,1.0,1.0,0.0
2018-12-10,3413.59258416131,0.0,1.0,1.0,1.0,0.0
2018-12-11,3352.56420017534,0.0,1.0,1.0,1.0,0.0
2018-12-12,3423.01291788428,0.0,1.0,1.0,1.0,0.0
2018-12-13,3260.34158240795,0.0,1.0,1.0,1.0,0.0
2018-12-14,3198.94747369959,0.0,1.0,1.0,1.0,0.0
2018-12-15,3185.07404383402,0.0,1.0,1.0,1.0,0.0
2018-12-16,3195.41455523086,0.0,1.0,1.0,1.0,0.0
2018-12-17,3499.15648188194,0.0,1.0,1.0,1.0,0.0
2018-12-18,3659.52737931035,0.0,1.0,1.0,1.0,0.0
2018-12-19,3697.72530333139,0.0,1.0,1.0,1.0,0.0
2018-12-20,4067.73770777323,0.0,1.0,1.0,1.0,0.0
2018-12-21,3839.08510841613,0.0,1.0,1.0,1.0,0.0
2018-12-22,3964.94611630625,0.0,1.0,1.0,1.0,0.0
2018-12-23,3942.66699590883,0.0,1.0,1.0,1.0,0.0
2018-12-24,4040.04578959673,0.0,1.0,1.0,1.0,0.0
2018-12-25,3761.58401081239,0.0,1.0,1.0,1.0,0.0
2018-12-26,3807.65745353594,0.0,1.0,1.0,1.0,0.0
2018-12-27,3585.46053594389,0.0,1.0,1.0,1.0,0.0
2018-12-28,3881.05488486265,0.0,1.0,1.0,1.0,0.0
2018-12-29,3823.13832612507,0.0,1.0,1.0,1.0,0.0
2018-12-30,3825.4074628872,0.0,1.0,1.0,1.0,0.0
