time,Price,Active_Users,Total_Users,Total_Users_USD100,Total_Users_USD_10,SER,Transactions,Velocity
2020-06-25,17.1575656049094,833.0,2524.0,1158.0,1663.0,2.952193e-05,1573.0,1.408355759267
2020-06-26,12.2249210987726,699.0,2617.0,1064.0,1619.0,2.939689e-05,1557.0,1.433256692543
2020-06-27,11.4804997077732,477.0,2686.0,1087.0,1644.0,2.9563678e-05,833.0,1.449403521053
2020-06-28,11.7375,431.0,2704.0,1101.0,1647.0,2.8572932e-05,744.0,1.453817586735
2020-06-29,10.41,547.0,2721.0,1072.0,1614.0,2.7635695e-05,1150.0,1.462143320073
2020-06-30,9.9225,409.0,2724.0,1040.0,1578.0,2.8050459e-05,657.0,1.468006391454
2020-07-01,11.1354533898305,2638.0,3955.0,1515.0,2397.0,4.2063021e-05,1037.0,1.482681398817
2020-07-02,11.5360694038574,979.0,3926.0,1430.0,2271.0,4.0026277e-05,1303.0,1.493277734227
2020-07-03,11.3925,420.0,3888.0,1400.0,2217.0,3.957974e-05,638.0,1.499000986123
2020-07-04,11.37,304.0,3899.0,1401.0,2199.0,3.8867835e-05,449.0,1.501978283039
2020-07-05,10.665,273.0,3885.0,1360.0,2149.0,3.8778522e-05,365.0,1.505867522638
2020-07-06,10.7596212741087,319.0,3871.0,1340.0,2126.0,3.8659844e-05,490.0,1.509286057647
2020-07-07,10.545,315.0,3885.0,1338.0,2119.0,3.8359572e-05,461.0,1.506048380059
2020-07-08,10.1552280829924,3090.0,4806.0,1724.0,2733.0,4.5639474e-05,721.0,1.521754409686
2020-07-09,9.68520046756283,825.0,4671.0,1468.0,2455.0,4.4500694e-05,1040.0,1.530688753988
2020-07-10,10.144386616014,526.0,4660.0,1521.0,2499.0,4.5102532e-05,647.0,1.544858597424
2020-07-11,10.122507597896,324.0,4661.0,1512.0,2476.0,4.457672e-05,484.0,1.547485440016
2020-07-12,9.70413953828171,275.0,4655.0,1445.0,2423.0,4.4208883e-05,453.0,1.551412126525
2020-07-13,8.8296130917592,260.0,4647.0,1381.0,2359.0,4.3945825e-05,454.0,1.555207871275
