time,Price,Active_Users,Total_Users,Total_Users_USD100,Total_Users_USD_10,SER,Transactions,Velocity
2019-04-16,1.00481255558428,4,3,0,0,0.0,2,0.0101
2019-04-17,1.00403254682893,16,17,0,0,0.0,23,0.0126273
2019-04-18,1.00409373472389,11,24,1,2,2e-09,9,0.9999997905597444
2019-04-19,1.00532596247039,7,25,1,2,2e-09,16,0.9999997905754844
2019-04-20,1.00473192900661,0,25,1,2,2e-09,0,0.9999997905754844
2019-04-21,1.00720077493211,2,26,1,2,2.2e-08,1,0.99999981057548
2019-04-22,1.00518812410106,26,39,5,7,8.3568e-08,27,1.0101202709412236
2019-04-23,1.00427565993909,35,53,7,9,1.27779e-07,349,1.9999808382436577
2019-04-24,1.0046881923771,31,58,9,12,1.23228e-07,103,1.5017988234906705
2019-04-25,0.981324576994821,39,72,14,17,2.96354e-07,44,1.5466137466834549
2019-04-26,0.970667108653956,24,79,17,20,3.78636e-07,41,1.7090292553168194
2019-04-27,0.977282515527604,16,83,16,22,7.39529e-07,19,1.6075604046510354
2019-04-28,0.970171364413472,91,140,33,45,1.87941e-06,394,1.6162279481399018
2019-04-29,0.983392162082699,231,262,55,91,4.670659e-06,3866,1.827310898698282
2019-04-30,0.99024145656417,179,350,70,128,4.968186e-06,3646,1.837346774682109
2019-05-01,0.987238125873487,127,367,69,127,5.639349e-06,2534,2.131263367965804
2019-05-02,0.981135529530286,96,391,70,132,6.473847e-06,2019,2.1344579192517807
2019-05-03,0.981771863053094,95,401,68,130,5.941062e-06,3127,2.1396245013374737
2019-05-04,0.990053610376284,77,413,68,138,6.109526e-06,3453,2.1461655698142885
2019-05-05,0.98963354869606,145,445,75,151,6.455925e-06,3005,2.150547932755261
2019-05-06,0.989480060996492,118,469,79,153,6.362563e-06,3029,2.156930153243139
2019-05-07,0.986197639540799,113,501,88,169,6.598955e-06,3361,2.177720543388096
2019-05-08,0.992556168546712,84,521,92,173,7.031743e-06,3826,2.184529253695653
2019-05-09,0.995369578639922,96,533,96,173,6.934262e-06,3101,2.196604422745574
2019-05-10,0.995158785461514,98,547,95,179,6.279359e-06,4082,5.381391641941905
2019-05-11,1.00423388129655,117,576,105,208,6.032128e-06,6165,5.401152321992103
2019-05-12,1.00011832596338,94,581,104,210,6.03566e-06,7019,5.424039591613522
2019-05-13,1.00163651969602,77,591,108,208,6.222077e-06,5679,5.443080451858834
2019-05-14,1.00248657895269,134,636,113,222,6.610606e-06,9960,5.473604294824222
2019-05-15,1.00327298995162,143,672,123,244,6.518454e-06,7729,9.984905493267156
2019-05-16,1.00060286395953,181,725,135,255,6.438262e-06,13826,10.059385926687224
2019-05-17,0.999782724490653,137,746,131,247,6.701248e-06,12218,10.12660426522262
2019-05-18,1.00168414589124,74,755,140,252,6.971606e-06,5957,10.171927913859008
2019-05-19,1.00544291336382,92,769,147,263,7.063115e-06,6689,10.207745787903107
2019-05-20,1.00676654400616,87,778,152,263,7.112869e-06,7357,10.268292039715618
2019-05-21,1.00612400504462,106,795,155,270,7.226808e-06,7320,10.418785810475368
2019-05-22,0.99945932181115,96,806,146,256,7.279996e-06,6261,10.453628052513128
2019-05-23,1.00437422644566,67,817,153,263,7.416945e-06,5184,10.481165446601583
2019-05-24,1.00311950072693,68,826,155,265,7.447167e-06,4793,10.508582993853604
2019-05-25,1.00527453687068,57,833,157,269,7.34898e-06,3975,10.533804447934934
2019-05-26,1.01005191196203,116,869,174,302,7.424595e-06,9244,10.600165732684877
2019-05-27,1.0024947444155,207,946,198,352,7.519327e-06,14729,10.69796921834867
2019-05-28,1.00035975930663,161,977,206,360,7.492348e-06,14307,10.793921621860054
2019-05-29,1.00207929803327,147,997,210,364,7.819443e-06,9420,10.849711734229688
2019-05-30,1.00086913165279,184,1032,225,386,7.982379e-06,10566,10.9167198686976
2019-05-31,0.998897724987076,139,1044,206,363,8.12784e-06,8508,10.965825697309366
2019-06-01,1.00130088614993,178,1074,233,395,8.730176e-06,14285,11.040125183515649
2019-06-02,1.00143448120753,169,1114,246,421,8.885804e-06,13842,11.111592911200177
2019-06-03,0.998474315818513,151,1132,242,407,8.831619e-06,15288,11.201467451164504
2019-06-04,0.998614104193046,141,1144,233,394,8.733835e-06,14884,11.29962119423216
2019-06-05,1.00209899332668,112,1156,252,413,8.827215e-06,11456,11.360366229736924
2019-06-06,1.00302725675057,105,1160,252,411,8.988805e-06,7883,11.40989621001077
2019-06-07,1.00246525948782,78,1153,247,406,8.922529e-06,5180,11.444765649055276
2019-06-08,1.00416346475818,69,1160,247,402,8.80958e-06,4758,11.470329148137065
2019-06-09,1.00133239546416,91,1161,245,399,8.925215e-06,5631,11.499618453207914
2019-06-10,1.00392870578891,94,1169,249,399,8.835135e-06,7601,11.536384422952512
2019-06-11,1.00392108703624,84,1162,237,389,8.505345e-06,5270,11.578712156655564
2019-06-12,1.00248729391059,75,1170,243,391,8.532951e-06,6534,11.617031737064602
2019-06-13,1.00209968865905,81,1180,246,395,8.536896e-06,5127,11.663974589625278
2019-06-14,1.00524169973157,84,1188,250,397,8.647677e-06,5832,11.705195341477662
2019-06-15,1.00459618696903,66,1200,253,399,8.596793e-06,3756,11.741986405289827
2019-06-16,1.00115424375971,132,1192,237,384,8.386991e-06,6714,11.879243906234937
2019-06-17,1.00281226982229,113,1221,256,403,8.591907e-06,5432,11.921665788210692
2019-06-18,0.998897899884998,101,1241,256,395,8.689956e-06,4518,11.95482513267312
2019-06-19,1.00204138100806,95,1247,266,419,8.584243e-06,3151,11.985429497372206
2019-06-20,1.00217660783752,125,1228,255,393,8.64646e-06,3200,12.058067577414588
2019-06-21,1.00409690071258,111,1262,275,424,8.716673e-06,4319,12.123573990667843
2019-06-22,0.994555621608826,149,1316,283,432,9.313945e-06,10203,12.211362255206083
2019-06-23,0.994225138114746,106,1327,291,438,9.203878e-06,8562,12.26279397479676
2019-06-24,0.997030207622956,105,1350,305,451,9.405247e-06,8209,12.31150303588277
2019-06-25,0.995343120620344,112,1372,320,469,9.506035e-06,7412,12.364853676050684
2019-06-26,0.984320939579373,147,1367,302,450,9.360817e-06,11203,12.492144103019909
2019-06-27,0.983084344300737,162,1385,314,453,9.082326e-06,15412,12.616720538538315
2019-06-28,0.995218933353421,109,1386,306,447,9.119426e-06,10441,12.72929249867032
2019-06-29,0.997445967398122,84,1413,319,468,9.18762e-06,8784,12.78981599151323
2019-06-30,0.988871458685276,79,1424,327,474,9.233015e-06,8954,12.90419777714465
2019-07-01,0.995470562689737,94,1446,341,483,9.147939e-06,9405,12.971991175651034
2019-07-02,0.999522589485348,81,1458,351,489,9.208832e-06,9294,13.015797650586483
2019-07-03,1.00326775250998,78,1461,360,515,9.135204e-06,5164,13.05790978217187
2019-07-04,1.0001022701256,96,1482,369,522,9.304069e-06,4393,13.089141403021982
2019-07-05,1.00135469429993,81,1505,378,532,9.575058e-06,5129,13.182007557864436
2019-07-06,0.998953111791971,69,1526,375,517,9.594483e-06,4421,13.20597958836036
2019-07-07,1.00511239653516,91,1549,400,567,9.64787e-06,5356,13.2631201537949
2019-07-08,1.00408094447901,118,1574,406,586,1.0093746e-05,5853,13.295528762921826
2019-07-09,1.00179608451317,116,1612,411,598,1.0166894e-05,4772,13.329200887269051
2019-07-10,0.998541155691191,115,1641,404,571,1.0407568e-05,5821,13.411486579298488
2019-07-11,1.00099303479554,142,1658,416,601,1.0713225e-05,7107,13.515845515606182
2019-07-12,1.00370213309107,116,1699,424,631,1.0919668e-05,2361,13.605733856544274
2019-07-13,1.00104131831125,156,1746,445,664,1.0541667e-05,5236,6.446706069984957
2019-07-14,1.00007723939731,157,1782,461,685,1.1313131e-05,7700,6.463633388930389
2019-07-15,1.0016267538252,270,1886,507,745,1.1951648e-05,9316,6.68143342594241
2019-07-16,0.999624220510767,1737,1942,499,741,1.2741721e-05,10892,6.741201269821216
2019-07-17,1.00232373273892,1819,2003,449,704,1.4065489e-05,10879,6.814473481152353
2019-07-18,1.00309500081685,1763,1991,441,693,1.3684331e-05,9611,6.849978305908717
2019-07-19,1.002011896752,1714,2012,447,691,1.2736131e-05,8296,6.163221714580818
2019-07-20,1.00065558656283,1742,2056,458,708,1.257993e-05,8048,6.178853967545174
2019-07-21,1.00060710573231,1699,2084,456,708,1.2915662e-05,7807,6.190937140099732
2019-07-22,0.997917905333645,1752,2109,459,712,1.3226727e-05,7402,6.21036531856485
2019-07-23,0.998709028281162,1730,2135,451,707,1.3416085e-05,11276,6.247611024384649
2019-07-24,1.00081704338909,1699,2134,447,691,1.3296551e-05,8313,6.2861921641911085
2019-07-25,1.0003078069569,1699,2154,451,689,1.3342957e-05,4220,6.304454559427317
2019-07-26,1.0019203842715,1726,2168,445,681,1.3285049e-05,3994,6.337637437887102
2019-07-27,0.999395593749651,1751,2202,447,684,1.3353632e-05,4278,6.354185098740826
2019-07-28,0.999894977482437,1707,2285,440,689,1.3966615e-05,5225,6.381999202861159
2019-07-29,0.997944034481651,1672,2330,445,693,1.4227478e-05,3271,6.388765091188416
2019-07-30,1.00121032366105,1687,2336,448,695,1.3957091e-05,2471,6.395538733086229
2019-07-31,1.00100751802955,1658,2339,444,692,1.7606261e-05,2589,6.080967655949963
2019-08-01,1.00274709772187,1695,2370,446,693,1.7644424e-05,2435,6.08430637671271
2019-08-02,1.00051521127331,1700,2398,447,693,1.7677683e-05,4641,6.08794646781688
2019-08-03,1.00015452233271,1684,2412,446,694,1.761234e-05,2812,6.089078290663584
2019-08-04,1.00438362514662,1718,2452,446,695,1.802832e-05,4041,6.092656242586199
2019-08-05,0.999565704009448,1742,2489,444,703,1.7876601e-05,4273,6.167769641537344
2019-08-06,0.998163162615885,1845,2538,489,748,1.7679081e-05,4694,6.174109790675464
2019-08-07,0.999057030076883,1818,2560,484,743,1.7915302e-05,3521,6.176615277379472
2019-08-08,0.998124580167196,1801,2575,477,738,1.8150267e-05,3446,6.0239555198633346
2019-08-09,0.998613545020031,1784,2585,462,710,1.8329584e-05,5070,6.029259935462729
2019-08-10,0.997486969835956,1818,2624,462,713,1.8662981e-05,5306,6.033640478629178
2019-08-11,0.998680840604006,1848,2675,465,720,1.8887168e-05,4377,6.036362827201136
2019-08-12,0.998429615466305,1880,2723,465,725,1.9214324e-05,4054,6.040015129331984
